"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide","Distancetosea","OnLandmasswithMountains","OnLandmasswithHighMountains","Distancetohighmountain"
"1","alac1240","Alacalufe-Central","South America",-53.435719,-71.04126,"alac1240","","AR","kawe1237","",FALSE,FALSE,3.4643021418989,TRUE,TRUE,2392.23316974304
"2","tehu1242","Tehuelche","South America",-47.5796,-68.3235,"tehu1242","teh","AR","chon1288","",FALSE,FALSE,110.892443908022,TRUE,TRUE,1744.37527188537
"3","teus1236","Teushen","South America",-43.187556,-70.187989,"teus1236","","CL","chon1288","",FALSE,FALSE,204.228193307068,TRUE,TRUE,1251.20681386468
"4","puel1244","Puelche","South America",-42.223,-68.666,"puel1244","pue","AR","","",TRUE,TRUE,292.423481712835,TRUE,TRUE,1149.2075508607
"5","huil1244","Huilliche","South America",-40.0694,-72.767,"huil1244","huh","AR;CL","arau1255","",FALSE,FALSE,61.4048429433619,TRUE,TRUE,940.252629310673
"6","mapu1245","Mapudungun","South America",-38.7392,-71.277,"mapu1245","arn","AR;CL","arau1255","",FALSE,FALSE,162.646994837881,TRUE,TRUE,766.954011004465
"7","maor1246","Maori","Papunesia",-38.2881,176.541,"maor1246","mri","NZ","aust1307","",FALSE,FALSE,61.5036724626666,TRUE,TRUE,130.027778059488
"8","char1240","Charrúa","South America",-34.9,-56.16,"char1240","","UY","char1238","",FALSE,FALSE,2.12303480286423,TRUE,TRUE,1240.45958740206
"9","guen1235","Güenoa","South America",-33.810189,-54.473877,"guen1235","","UY","char1238","",FALSE,FALSE,84.8751503212636,TRUE,TRUE,1337.86058011157
"10","chan1296","Chaná","South America",-33.69,-57.78,"chan1296","","UY","char1238","",FALSE,FALSE,52.496681106568,TRUE,TRUE,1047.76061477288
"11","alle1238","Allentiac","South America",-33.480938,-68.096924,"alle1238","","AR","huar1251","",FALSE,FALSE,314.661654541861,TRUE,TRUE,232.241604888225
"12","sero1239","Seroa","Africa",-33.0386,22.0021,"sero1239","kqu","ZA","tuuu1241","",FALSE,FALSE,110.255100141256,TRUE,TRUE,3654.58661534909
"13","mill1237","Millcayac","South America",-31.79729,-67.569581,"mill1237","","AR","huar1251","",FALSE,FALSE,338.424457433433,TRUE,TRUE,182.398873106007
"14","xamm1241","/Xam","Africa",-31.7612,20.1733,"xamm1241","xam","ZA","tuuu1241","",FALSE,FALSE,172.329706164147,TRUE,TRUE,3621.27057886349
"15","xhos1239","Xhosa","Africa",-31.0389,28.0769,"xhos1239","xho","BW;LS;ZA","atla1278","",FALSE,FALSE,132.857718223676,TRUE,TRUE,3215.18075128274
"16","kora1292","Korana","Africa",-30.4207,19.7711,"kora1292","kqz","ZA","khoe1240","",FALSE,FALSE,198.771532958997,TRUE,TRUE,3518.75523922369
"17","nuuu1241","N||ng","Africa",-29.7054,19.0841,"nuuu1241","ngh","ZA","tuuu1241","",FALSE,FALSE,177.950858760157,TRUE,TRUE,3492.5853651869
"18","vaal1235","Vaal-Orange","Africa",-29.4046,22.2901,"vaal1235","gku","ZA","tuuu1241","",FALSE,FALSE,455.565464514349,TRUE,TRUE,3292.19003713502
"19","riog1239","Hunsrik","South America",-29.3255,-51.7219,"riog1239","hrx","BR","indo1319","",FALSE,FALSE,88.2829590536351,TRUE,TRUE,1528.74713164814
"20","abip1241","Abipon","South America",-29,-61,"abip1241","axb","AR","guai1249","",FALSE,FALSE,484.662839076185,TRUE,TRUE,628.572649340006
"21","zulu1248","Zulu","Africa",-28.9,30.2,"zulu1248","zul","BW;SZ;LS;MZ;ZA","atla1278","",FALSE,FALSE,109.806196750725,TRUE,TRUE,2926.46395581015
"22","sout2807","Southern Sotho","Africa",-28.78,27.89,"sout2807","sot","LS;ZA","atla1278","",FALSE,FALSE,294.647287544663,TRUE,TRUE,2986.83509158996
"23","gail1235","Gail","Africa",-28.77,26.895,"gail1235","gic","ZA","uncl1493","",FALSE,TRUE,371.961453543308,TRUE,TRUE,3022.86901787262
"24","xiri1242","Xiri","Africa",-28.4258,20.726,"xiri1242","xii","NA;ZA","khoe1240","",FALSE,FALSE,363.746446635601,TRUE,TRUE,3284.19979407427
"25","oorl1238","Oorlams","Africa",-28.38447,23.01446,"oorl1238","oor","ZA","indo1319","",FALSE,FALSE,566.144409900681,TRUE,TRUE,3158.89009165743
"26","moco1246","Mocoví","South America",-28.097,-60.4145,"moco1246","moc","AR","guai1249","",FALSE,FALSE,540.769255291823,TRUE,TRUE,693.888417758762
"27","sant1432","Santiago del Estero Quichua","South America",-27.821,-63.2466,"sant1432","qus","AR","quec1387","",FALSE,FALSE,703.623029858699,TRUE,TRUE,422.836845129704
"28","kain1272","Kaingang","South America",-27.7671,-52.5394,"kain1272","kgp","BR","nucl1710","",FALSE,FALSE,280.394022078346,TRUE,TRUE,1467.1350187635
"29","vile1241","Vilela","South America",-27.4063,-58.9661,"vile1241","vil","AR","","",TRUE,TRUE,560.514543345898,TRUE,TRUE,846.296907841484
"30","xokl1240","Xokleng","South America",-26.9217,-49.5886,"xokl1240","xok","BR","nucl1710","",FALSE,FALSE,83.4901936113152,TRUE,TRUE,1740.11426601308
"31","rong1268","Ronga","Africa",-26.7329,32.6167,"rong1268","rng","MZ;ZA","atla1278","",FALSE,FALSE,24.9215487472693,TRUE,TRUE,2635.33377455767
"32","temb1278","Tembey","South America",-26.4819663,-55.1291115,"temb1278","","BR","uncl1493","",FALSE,TRUE,548.972529984869,TRUE,TRUE,1240.31795552794
"33","xegw1238","//Xegwi","Africa",-26.3407,30.4028,"xegw1238","xeg","ZA","tuuu1241","",FALSE,FALSE,196.218259323356,TRUE,TRUE,2649.2934944582
"34","camt1236","Camtho","Africa",-26.247,27.942,"camt1236","cmt","ZA","spee1234","",FALSE,FALSE,418.49419041992,TRUE,TRUE,2725.19310173136
"35","mbya1239","Mbyá Guaraní","South America",-26.0188,-52.711,"mbya1239","gun","AR;BR;PY;UY","tupi1275","",FALSE,FALSE,359.578105007612,TRUE,TRUE,1417.35104745768
"36","swat1243","Swati","Africa",-26,31.5,"swat1243","ssw","SZ;LS;MZ;ZA","atla1278","",FALSE,FALSE,89.7138056495881,TRUE,TRUE,2582.32873300766
"37","tsot1242","Tsotsitaal","Africa",-25.8633,27.4955,"tsot1242","fly","ZA","spee1234","",FALSE,FALSE,456.330566536015,TRUE,TRUE,2704.46835691501
"38","kimd1235","Kimda","South America",-25.826594,-54.625855,"kimd1235","","PY","nucl1710","",FALSE,FALSE,537.236974035961,TRUE,TRUE,1241.67925802747
"39","chir1286","Chiripá","South America",-25.6521,-55.051,"chir1286","nhd","AR;BR;PY","tupi1275","",FALSE,FALSE,576.807595768633,TRUE,TRUE,1195.40485664176
"40","sout2808","Sumayela Ndebele","Africa",-25.6272,29.048,"sout2808","","ZA","atla1278","",FALSE,FALSE,314.56376347218,TRUE,TRUE,2619.67991652683
"41","para1311","Paraguayan Guaraní","South America",-25.60551,-57.08816,"para1311","gug","AR;PY","tupi1275","",FALSE,FALSE,731.554460013734,TRUE,TRUE,1028.62332722695
"42","ache1246","Aché","South America",-25.5865,-56.4697,"ache1246","guq","PY","tupi1275","",FALSE,FALSE,707.372643654117,TRUE,TRUE,1075.43585106299
"43","lowe1407","Lower-Nosop","Africa",-25.54522,20.588827,"lowe1407","","ZA","tuuu1241","",FALSE,FALSE,505.732496441219,TRUE,TRUE,3035.72535016795
"44","fana1235","Fanagalo","Africa",-25.384842,27.1400833333,"fana1235","fng","CD;NA;ZA;ZM;ZW","pidg1258","",FALSE,FALSE,490.193066402699,TRUE,TRUE,2671.74170217595
"45","lule1238","Lule","South America",-25.221839,-61.887818,"lule1238","ule","AR","","",TRUE,TRUE,784.529827066571,TRUE,TRUE,626.091440580266
"46","nama1264","Nama (Namibia)","Africa",-25.0747,17.9767,"nama1264","naq","BW;NA;ZA","khoe1240","",FALSE,FALSE,287.046137668383,TRUE,TRUE,3168.13999939229
"47","maca1260","Maca","South America",-25.0119,-57.3694,"maca1260","mca","PY","mata1289","",FALSE,FALSE,795.959392577705,TRUE,TRUE,964.88694348868
"48","pila1245","Pilagá","South America",-25.0058,-60.1537,"pila1245","plg","AR;PY","guai1249","",FALSE,FALSE,848.524540128848,TRUE,TRUE,767.620528386593
"49","xeta1241","Xetá","South America",-24.9408,-52.2266,"xeta1241","xet","BR","tupi1275","",FALSE,FALSE,327.362031166947,TRUE,TRUE,1408.60977583883
"50","kgal1244","Kgalagadi","Africa",-24.9208,22.72016,"kgal1244","xkv","BW;NA;ZA","atla1278","",FALSE,FALSE,705.152949199687,TRUE,TRUE,2852.12008332944
"51","chop1243","Chopi","Africa",-24.8327,34.1097,"chop1243","cce","MZ","atla1278","",FALSE,FALSE,14.1281949654438,TRUE,TRUE,2401.18995037024
"52","pedi1238","Pedi","Africa",-24.7993,29.4718,"pedi1238","nso","BW;ZA","atla1278","",FALSE,FALSE,296.678365089303,TRUE,TRUE,2518.74564002597
"53","inga1254","Ingain","South America",-24.621052,-54.254151,"inga1254","","BR","nucl1710","",FALSE,FALSE,520.169735045349,TRUE,TRUE,1207.77286319759
"54","kaiw1246","Kaiwá","South America",-24.589,-54.6815,"kaiw1246","kgk","AR;BR;PY","tupi1275","",FALSE,FALSE,559.901542838156,TRUE,TRUE,1167.6255438808
"55","tswa1253","Tswana","Africa",-24.368,24.7587,"tswa1253","tsn","BW;NA;ZA;ZM;ZW","atla1278","",FALSE,FALSE,720.683514405898,TRUE,TRUE,2687.864032294
"56","otii1244","Oti","South America",-24.3153231,-50.5580261,"otii1244","oti","BR","","",TRUE,TRUE,209.046486817626,TRUE,TRUE,1542.32624605323
"57","wich1263","Wichí Lhamtés Vejoz","South America",-24.2189,-61.9117,"wich1263","wlv","AR;BO;PY","mata1289","",FALSE,FALSE,778.178679418246,TRUE,TRUE,588.868900297965
"58","huaa1248","East Taa","Africa",-24.20022,20.79583,"huaa1248","nmn","BW","tuuu1241","",FALSE,FALSE,557.448947347118,TRUE,TRUE,2906.60732010313
"59","tupi1274","Lingua Geral Paulista","South America",-23.95,-46.38,"tupi1274","tpw","BR","tupi1275","",FALSE,FALSE,1.29264908860888,TRUE,TRUE,1943.08108958985
"60","hoaa1235","Amkoe","Africa",-23.93447,24.69828,"hoaa1235","huc","BW","kxaa1236","",FALSE,FALSE,736.558612396715,TRUE,TRUE,2650.25404540155
"61","gito1238","Gitonga","Africa",-23.7964,35.1577,"gito1238","toh","MZ","atla1278","",FALSE,FALSE,18.0135271152174,TRUE,TRUE,2273.27305749242
"62","toba1269","Toba","South America",-23.77,-61.96,"toba1269","tob","AR;BO;PY","guai1249","",FALSE,FALSE,776.798113468461,TRUE,TRUE,552.5896378378
"63","xooo1239","West !Xoon","Africa",-23.59,19.15,"xooo1239","","BW;NA;ZA","tuuu1241","",FALSE,FALSE,426.469484079116,TRUE,TRUE,2966.7929621756
"64","tson1249","Tsonga","Africa",-23.5754,31.8105,"tson1249","tso","SZ;MZ;ZA;ZW","atla1278","",FALSE,FALSE,218.902047546566,TRUE,TRUE,2315.07758907794
"65","saop1235","São Paulo Kaingáng","South America",-23.5708,-46.7609,"saop1235","zkp","BR","nucl1710","",FALSE,FALSE,49.2883017023486,TRUE,TRUE,1896.8815427571
"66","sout2989","Southern Lengua","South America",-23.427556,-57.945626,"sout2989","enx","","leng1261","",FALSE,FALSE,890.989921388885,TRUE,TRUE,815.362893676964
"67","tswa1237","Tswapong","Africa",-23.40552,27.42009,"tswa1237","two","BW;ZA","atla1278","",FALSE,FALSE,527.292283549649,TRUE,TRUE,2462.93621188407
"68","wich1264","Wichí Lhamtés Güisnay","South America",-23.1633,-62.1757,"wich1264","mzh","AR;BO;PY","mata1289","",FALSE,FALSE,752.626170580393,TRUE,TRUE,483.376133472703
"69","pait1247","Pai Tavytera","South America",-23.15945,-56.11758,"pait1247","pta","BR;PY","tupi1275","",FALSE,FALSE,739.16785218836,TRUE,TRUE,966.942724985372
"70","kunz1244","Kunza","South America",-23,-69,"kunz1244","kuz","CL","","",TRUE,TRUE,120.87580855467,TRUE,TRUE,62.0016416742179
"71","tswa1255","Tswa","Africa",-22.9891,32.4287,"tswa1255","tsc","MZ;ZA;ZW","atla1278","",FALSE,FALSE,250.136428258821,TRUE,TRUE,2235.84995845141
"72","niva1238","Nivaclé","South America",-22.8557,-61.7606,"niva1238","cag","AR;BO;PY","mata1289","",FALSE,FALSE,787.015778818837,TRUE,TRUE,478.999006461765
"73","anga1316","Angaité","South America",-22.85,-58.45,"anga1316","aqt","PY","leng1261","",FALSE,FALSE,957.530491707339,TRUE,TRUE,738.119084788801
"74","tupi1273","Tupinambá","South America",-22.807778,-42.106389,"tupi1273","tpn","BR","tupi1275","",FALSE,FALSE,11.0970045761145,TRUE,TRUE,2357.64876147262
"75","leng1262","Lengua","South America",-22.6559,-58.9053,"leng1262","","PY","leng1261","",FALSE,FALSE,1005.62056844016,TRUE,TRUE,686.905927779777
"76","chan1322","Chané","South America",-22.54736,-63.98651,"chan1322","caj","BO","araw1281","tere1279",FALSE,FALSE,578.506966806165,TRUE,TRUE,334.432764238433
"77","nort2971","Northern Lengua","South America",-22.54,-58.98,"nort2971","enl","","leng1261","",FALSE,FALSE,1016.95184689727,TRUE,TRUE,673.788358912695
"78","sana1298","Sanapaná","South America",-22.49,-58.38,"sana1298","spn","PY","leng1261","",FALSE,FALSE,966.295471160116,TRUE,TRUE,725.365992286698
"79","ofay1240","Ofayé","South America",-22.278,-53.7227,"ofay1240","opy","BR","nucl1710","",FALSE,FALSE,588.562385021965,TRUE,TRUE,1168.71951812916
"80","gwii1239","/Gwi","Africa",-22.2708,21.9431,"gwii1239","gwj","BW","khoe1240","",FALSE,FALSE,687.804067864594,TRUE,TRUE,2667.23546183647
"81","iyow1239","Iyo'wujwa Chorote","South America",-22.2067,-62.6508,"iyow1239","crq","AR;BO;PY","mata1289","",FALSE,FALSE,697.658075946727,TRUE,TRUE,367.556394411995
"82","iyoj1235","Iyojwa'ja Chorote","South America",-22.1896,-63.2383,"iyoj1235","crt","AR","mata1289","",FALSE,FALSE,643.279720481259,TRUE,TRUE,337.287850168983
"83","vend1245","Venda","Africa",-22.188,29.9523,"vend1245","ven","BW;ZA;ZW","atla1278","",FALSE,FALSE,436.286213640194,TRUE,TRUE,2231.66443978231
"84","puri1262","Puri","South America",-22.175627,-44.711336,"puri1262","prr","BR","puri1261","",FALSE,FALSE,88.1020153650511,TRUE,TRUE,2084.55527346689
"85","birw1238","Birwa","Africa",-22.17,28.33,"birw1238","brl","BW;ZA;ZW","atla1278","",FALSE,FALSE,538.107025986257,TRUE,TRUE,2298.66219235482
"86","naro1249","Naro","Africa",-22.0939,20.7458,"naro1249","nhr","BW;NA","khoe1240","",FALSE,FALSE,579.743588784293,TRUE,TRUE,2733.93085475643
"87","kuaa1238","Southern Tshwa","Africa",-22.0237,26.0158,"kuaa1238","tyu","BW","khoe1240","",FALSE,FALSE,712.140298718414,TRUE,TRUE,2399.22987265336
"88","afri1274","Afrikaans","Africa",-22,30,"afri1274","afr","BW;MZ;NA;ZA;ZM;ZW","indo1319","",FALSE,FALSE,448.473522650698,TRUE,TRUE,2210.52680175594
"89","wich1262","Wichí Lhamtés Nocten","South America",-21.988,-63.5971,"wich1262","mtp","AR;BO","mata1289","",FALSE,FALSE,606.097612941112,TRUE,TRUE,303.026197547907
"90","guan1268","Guana (Paraguay)","South America",-21.9803,-58.0654,"guan1268","gva","BR;PY","leng1261","",FALSE,FALSE,962.548755353048,TRUE,TRUE,731.522128967166
"91","kung1261","North-Central Ju","Africa",-21.92,18,"kung1261","knw","AO;NA;ZA","kxaa1236","",FALSE,FALSE,331.3230302078,TRUE,TRUE,2921.17314126137
"92","gana1274","//Gana","Africa",-21.8555,22.2003,"gana1274","gnk","BW","khoe1240","",FALSE,FALSE,716.985157039054,TRUE,TRUE,2614.94560398573
"93","toba1268","Toba-Maskoy","South America",-21.5474,-58.0158,"toba1268","tmf","BR;PY","leng1261","",FALSE,FALSE,980.426767572971,TRUE,TRUE,719.930218904191
"94","shua1254","Shua","Africa",-21.52,26.0238,"shua1254","shg","BW;ZW","khoe1240","",FALSE,FALSE,743.065689124976,TRUE,TRUE,2351.38800273055
"95","tapi1253","Tapieté","South America",-21.4169,-62.684,"tapi1253","tpj","AR;BO;PY","tupi1275","",FALSE,FALSE,682.479866474559,TRUE,TRUE,295.218498920655
"96","coro1248","Koropó","South America",-21.3907,-42.716,"coro1248","xxr","BR","nucl1710","",FALSE,FALSE,138.345505025163,TRUE,TRUE,2285.7136409737
"97","kala1384","Kalanga","Africa",-21.2887,27.401,"kala1384","kck","BW;ZA;ZW","atla1278","",FALSE,FALSE,662.24506214727,TRUE,TRUE,2256.69957651864
"98","kxau1241","Groot Laagte =/Kx'au//'ein","Africa",-21.0554,21.1793,"kxau1241","aue","BW;NA","kxaa1236","juho1239",FALSE,FALSE,641.648038816495,TRUE,TRUE,2619.13511160414
"99","here1253","Herero","Africa",-21.0231,20.5655,"here1253","her","BW;NA","atla1278","",FALSE,FALSE,587.803830236732,TRUE,TRUE,2660.78846353713
"100","sout2991","South Bolivian Quechua","South America",-20.9201,-66.3331,"sout2991","quh","AR;BO;CL","quec1387","",FALSE,FALSE,343.776956971782,TRUE,TRUE,115.183640325744
"101","tere1279","Terena-Kinikinao-Chane","South America",-20.6614,-56.0329,"tere1279","ter","BR","araw1281","",FALSE,FALSE,874.662743390862,TRUE,TRUE,899.716015813779
"102","cham1315","Chamacoco","South America",-20.5899,-58.2005,"cham1315","ceg","BO;BR;PY","zamu1243","",FALSE,FALSE,1049.88394375167,TRUE,TRUE,675.231889697044
"103","east2555","Eastern Bolivian Guaraní","South America",-20.42,-63.37,"east2555","gui","AR;BO;PY","tupi1275","",FALSE,FALSE,618.409687317179,TRUE,TRUE,166.079926553703
"104","west2640","Western Bolivian Guaraní","South America",-20.2819,-64.1662,"west2640","gnw","BO","tupi1275","",FALSE,FALSE,547.049924293786,TRUE,TRUE,105.254669149944
"105","coro1249","Coroado-Puri","South America",-20.264033,-43.612003,"coro1249","","BR","puri1261","",FALSE,FALSE,265.384967180851,TRUE,TRUE,2191.8288133975
"106","nort2795","Zimbabwean Ndebele","Africa",-20.2513,27.4096,"nort2795","nde","BW;ZM;ZW","atla1278","",FALSE,FALSE,667.308061005259,TRUE,TRUE,2156.48368392509
"107","paya1236","Payagua","South America",-20.212233,-58.158622,"paya1236","","PY","","",TRUE,TRUE,1069.72492852564,TRUE,TRUE,673.434428267771
"108","ndau1241","Ndau","Africa",-20.1239,33.1739,"ndau1241","ndc","MZ;ZW","atla1278","",FALSE,FALSE,137.268987583239,TRUE,TRUE,1909.37902094749
"109","tsoa1238","Northern Tshwa","Africa",-19.7974,26.9638,"tsoa1238","hio","BW;ZW","khoe1240","",FALSE,FALSE,703.58262398183,TRUE,TRUE,2137.80549927832
"110","nucl1396","Sena","Africa",-19.7933,34.9829,"nucl1396","seh","MW;MZ","atla1278","",FALSE,FALSE,0.582446298652865,TRUE,TRUE,1835.9726286761
"111","haio1238","Hai//om-Akhoe","Africa",-19.7637,17.0299,"haio1238","hgm","BW;NA;ZA","khoe1240","",FALSE,FALSE,350.942411158378,TRUE,TRUE,2845.29450592337
"112","kadi1248","Kadiwéu","South America",-19.7222,-57.582,"kadi1248","kbc","BR","guai1249","",FALSE,FALSE,1056.93319008813,TRUE,TRUE,729.748461423861
"113","juho1239","South-Eastern Ju","Africa",-19.688,20.7673,"juho1239","ktz","BW;NA","kxaa1236","",FALSE,FALSE,659.37219422302,TRUE,TRUE,2541.9805882416
"114","cent2300","Central Ju","Africa",-19.566667,18.116667,"cent2300","",NA,"kxaa1236","",FALSE,FALSE,450.029577934259,TRUE,TRUE,2742.20434469951
"115","guac1239","Guachi","South America",-19.5572257,-57.5663223,"guac1239","","BR","","",TRUE,TRUE,1067.11847263044,TRUE,TRUE,731.086337702637
"116","ayor1240","Ayoreo","South America",-19.220055,-60.217495,"ayor1240","ayo","BO;PY","zamu1243","",FALSE,FALSE,915.551526435469,TRUE,TRUE,453.439856607336
"117","tsix1234","Ts'ixa","Africa",-19.180953,23.998153,"tsix1234","","BW","khoe1240","",FALSE,FALSE,958.977622728861,TRUE,TRUE,2267.81364176994
"118","guan1270","Kinikinao","South America",-19.1667,-54.0333,"guan1270","gqn","BR","araw1281","tere1279",FALSE,FALSE,856.434816766411,TRUE,TRUE,1103.2776400325
"119","anii1246","//Ani","Africa",-19.0966,22.9088,"anii1246","hnh","BW","khoe1240","",FALSE,FALSE,868.734001407387,TRUE,TRUE,2337.2195352946
"120","namb1291","Nambya","Africa",-19.0899,26.0394,"namb1291","nmq","BW;NA;ZM;ZW","atla1278","",FALSE,FALSE,788.301259069172,TRUE,TRUE,2127.16932323041
"121","tupi1272","Tupinikin","South America",-19,-40.4167,"tupi1272","tpk","BR","tupi1275","tupi1273",FALSE,FALSE,63.0656380425738,TRUE,TRUE,2534.04927032493
"122","xakr1238","Xakriabá","South America",-19,-47,"xakr1238","xkr","BR","nucl1710","",FALSE,FALSE,498.17346977342,TRUE,TRUE,1843.11700928671
"123","kren1239","Krenak","South America",-18.9988,-41.2299,"kren1239","kqq","BR","nucl1710","",FALSE,FALSE,138.1775843474,TRUE,TRUE,2448.75497976017
"124","yeyi1239","Yeyi","Africa",-18.9178,23.6088,"yeyi1239","yey","BW;NA","atla1278","",FALSE,FALSE,936.725383933018,TRUE,TRUE,2272.8720712823
"125","zamu1245","Zamuco","South America",-18.910444,-59.439698,"zamu1245","","BO;PY","zamu1243","",FALSE,FALSE,988.091860683334,TRUE,TRUE,537.814730849947
"126","chip1262","Chipaya","South America",-18.73951,-67.89633,"chip1262","cap","BO","uruc1242","",FALSE,FALSE,220.61959388271,TRUE,TRUE,69.0588331287208
"127","tewe1238","Tewe","Africa",-18.4459,33.8246,"tewe1238","twx","MZ","atla1278","",FALSE,FALSE,136.284083670347,TRUE,TRUE,1712.62892997754
"128","domb1246","Toka-Leya-Dombe","Africa",-18.37,26.502,"domb1246","dov","ZW","atla1278","",FALSE,FALSE,752.234293542311,TRUE,TRUE,2034.00028798671
"129","main1272","Maindo","Africa",-18.3143,36.5941,"main1272","cwb","MZ","atla1278","",FALSE,FALSE,10.5974861520092,TRUE,TRUE,1655.93810621855
"130","vase1234","Northern Ju","Africa",-18.2675,18.1864,"vase1234","vaj",NA,"kxaa1236","",FALSE,FALSE,513.069672747937,TRUE,TRUE,2648.28837323835
"131","many1258","Manyika","Africa",-18.1927,32.8052,"many1258","mxc","MZ;ZW","atla1278","",FALSE,FALSE,214.899513201733,TRUE,TRUE,1714.34684695861
"132","diri1252","Diriku","Africa",-18.1681,20.6678,"diri1252","diu","AO;BW;NA","atla1278","",FALSE,FALSE,733.334786222806,TRUE,TRUE,2436.59485528546
"133","kwam1251","Kwambi","Africa",-18.0339,15.7294,"kwam1251","kwm",NA,"atla1278","",FALSE,FALSE,317.417595527835,TRUE,TRUE,2847.52703564577
"134","macu1258","Macuni","South America",-17.904785,-39.809418,"macu1258","","BR","nucl1710","",FALSE,FALSE,31.1213002979795,TRUE,TRUE,2611.09417673276
"135","kwan1273","Kwangali","Africa",-17.9026,19.256,"kwan1273","kwn","AO;NA","atla1278","",FALSE,FALSE,620.910797214591,TRUE,TRUE,2533.71006227577
"136","guat1253","Guató","South America",-17.8696,-57.2897,"guat1253","gta","BR","","",TRUE,TRUE,1173.28392436437,TRUE,TRUE,778.627792351771
"137","guer1242","Gueren","South America",-17.726974,-39.61441,"guer1242","","BR","nucl1710","",FALSE,FALSE,28.4536978227313,TRUE,TRUE,2634.2396344725
"138","fwee1238","Fwe","Africa",-17.72372,24.43151,"fwee1238","fwe","BW;NA;ZM","atla1278","",FALSE,FALSE,952.341706611432,TRUE,TRUE,2116.46367694519
"139","kuan1247","Kuanyama","Africa",-17.7176,16.58,"kuan1247","kua","AO;NA","atla1278","",FALSE,FALSE,404.216156991532,TRUE,TRUE,2752.8384365424
"140","lozi1239","Lozi","Africa",-17.7052,24.7398,"lozi1239","loz","BW;NA;ZM;ZW","atla1278","",FALSE,FALSE,924.669513974309,TRUE,TRUE,2093.12459083018
"141","mbuk1240","Mbukushu","Africa",-17.6827,22.5026,"mbuk1240","mhw","AO;BW;NA;ZM","atla1278","",FALSE,FALSE,909.568278150123,TRUE,TRUE,2256.35698100414
"142","barw1243","Barwe","Africa",-17.675,33.4534,"barw1243","bwg","MZ","atla1278","",FALSE,FALSE,223.871100998441,TRUE,TRUE,1639.88646874982
"143","mbal1255","Mbalanhu","Africa",-17.578884,16.027517,"mbal1255","lnb",NA,"atla1278","",FALSE,FALSE,363.8456055045,TRUE,TRUE,2793.84305208895
"144","subi1246","Subiya","Africa",-17.5696,24.8867,"subi1246","sbs","BW;NA;ZM;ZW","atla1278","",FALSE,FALSE,914.198256705328,TRUE,TRUE,2071.55674311624
"145","tong1318","Tonga (Zambia)","Africa",-17.422325,27.103495,"tong1318","toi","NA;ZM;ZW","atla1278","",FALSE,FALSE,719.786139026488,TRUE,TRUE,1911.65361260323
"146","chuw1238","Chuwabu","Africa",-17.3428,37.1231,"chuw1238","chw","MZ","atla1278","",FALSE,FALSE,38.6963019322974,TRUE,TRUE,1546.46193097274
"147","shan1291","Shanjo","Africa",-17.309869,25.814035,"shan1291","","ZM","atla1278","",FALSE,FALSE,837.361214262051,TRUE,TRUE,1985.72107658892
"148","zemb1238","Zemba","Africa",-17.2958,13.4424,"zemb1238","dhm","AO;NA","atla1278","",FALSE,FALSE,156.243574776073,TRUE,TRUE,3015.17082188687
"149","makh1265","Makhuwa-Moniga","Africa",-17.294,38.093,"makh1265","mhm","MZ","atla1278","",FALSE,FALSE,1.35293406548505,TRUE,TRUE,1542.59532679846
"150","nyen1257","Nyengo","Africa",-17.2314,22.4787,"nyen1257","nye","AO","atla1278","",FALSE,FALSE,928.629197661266,TRUE,TRUE,2224.15185090322
"151","ndon1254","Ndonga","Africa",-17.22,17.35,"ndon1254","ndo","AO;NA","atla1278","",FALSE,FALSE,492.494383203454,TRUE,TRUE,2654.24332519206
"152","shon1251","Shona","Africa",-17.20849,29.75725,"shon1251","sna","BW;ZA;ZM;ZW","atla1278","",FALSE,FALSE,503.108435553621,TRUE,TRUE,1741.60147573749
"153","sout2996","Southern Aymara","South America",-17.1417,-70.3442,"sout2996","ayc","CL;PE","ayma1253","",FALSE,FALSE,96.3447393235603,TRUE,TRUE,0
"154","lolo1261","Lolo","Africa",-17.0232,35.9451,"lolo1261","llb","MW;MZ","atla1278","",FALSE,FALSE,120.197765094975,TRUE,TRUE,1518.92657497635
"155","cent2142","Central Aymara","South America",-17,-68.5,"cent2142","ayr","AR;BO;CL;PE","ayma1253","",FALSE,FALSE,216.320343551814,TRUE,TRUE,49.4352217093502
"156","masa1311","Masacara","South America",-17,-41.5,"masa1311","","BR","kama1371","",FALSE,FALSE,215.321140118833,TRUE,TRUE,2448.60088468841
"157","tote1238","Totela","Africa",-16.9575,24.3751,"tote1238","ttl","NA;ZM","atla1278","",FALSE,FALSE,975.432608009892,TRUE,TRUE,2058.54405235018
"158","maxa1247","Maxakalí","South America",-16.9402,-40.7891,"maxa1247","mbl","BR","nucl1710","",FALSE,FALSE,150.565259316021,TRUE,TRUE,2524.33515037316
"159","makh1262","Makhuwa-Marrevone","Africa",-16.9394,39.1203,"makh1262","xmc","MZ","atla1278","",FALSE,FALSE,0.100058320169245,TRUE,TRUE,1511.94606245393
"160","mala1432","Malali","South America",-16.833987,-42.282716,"mala1432","","BR","nucl1710","",FALSE,FALSE,290.763782134927,TRUE,TRUE,2369.68411178898
