"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide","Distancetosea","OnLandmasswithMountains","Distancetomountain"
"1736","ngal1300","Ngala","Papunesia",-4.26628,142.5,"ngal1300","nud","PG","nduu1242","",FALSE,FALSE,109.810224615794,TRUE,25.9546238990436
"1737","mfin1238","Mfinu","Africa",-4.26573,16.2559,"mfin1238","zmf","CD","atla1278","",FALSE,FALSE,336.937000132786,TRUE,602.041182021923
"1738","nalc1240","Nalca","Papunesia",-4.26068,139.883,"nalc1240","nlc","ID","nucl1709","",FALSE,FALSE,194.779912699216,TRUE,0
"1739","kire1240","Kire","Papunesia",-4.25927,144.711,"kire1240","geb","PG","lowe1437","",FALSE,FALSE,18.3792639410204,TRUE,36.4158639899159
"1740","lowe1415","Lower Grand Valley Dani","Papunesia",-4.25684,138.992,"lowe1415","dni","ID","nucl1709","",FALSE,FALSE,155.082284500642,TRUE,0
"1741","chen1259","Chenapian","Papunesia",-4.25154,142.317,"chen1259","cjn","PG","sepi1257","",FALSE,FALSE,114.157219475913,TRUE,25.0107717794481
"1742","laar1238","Laari","Africa",-4.25,14.9,"laar1238","ldi","AO;CG;CD","atla1278","",FALSE,FALSE,236.736024648585,TRUE,579.979068012755
"1743","abuu1241","Abu","Papunesia",-4.24027,144.474,"abuu1241","ado","PG","lowe1437","",FALSE,FALSE,28.4870382182336,TRUE,61.1493386832805
"1744","cand1248","Candoshi-Shapra","South America",-4.23835,-76.9347,"cand1248","cbu","PE","","",TRUE,TRUE,308.806779418539,TRUE,70.9590283558638
"1745","goro1270","Gorowa","Africa",-4.23575,35.7996,"goro1270","gow","TZ","afro1255","",FALSE,FALSE,319.553832306073,TRUE,136.796205912301
"1746","amba1269","Ambakich","Papunesia",-4.23181,144.285,"amba1269","aew","PG","","",TRUE,TRUE,38.3406573265331,TRUE,62.3926143530197
"1747","woga1249","Wogamusin","Papunesia",-4.22936,142.401,"woga1249","wog","PG","sepi1257","",FALSE,FALSE,109.252702698119,TRUE,28.6199669271073
"1748","sepe1240","Sepen","Papunesia",-4.22789,144.809,"sepe1240","spm","PG","lowe1437","",FALSE,FALSE,9.02509252372464,TRUE,26.9075007616877
"1749","kowi1239","Kowiai","Papunesia",-4.21954,133.468,"kowi1239","kwh","ID","aust1307","",FALSE,FALSE,1.57996933793589,TRUE,19.765502614595
"1750","ibal1241","Ibali Teke","Africa",-4.20697,15.3893,"ibal1241","tek","CG;CD","atla1278","",FALSE,FALSE,273.558618793126,TRUE,588.962416862274
"1751","amap1240","Ama (Papua New Guinea)","Papunesia",-4.20192,141.658,"amap1240","amm","PG","left1242","",FALSE,FALSE,129.891040024248,TRUE,23.4770570644893
"1752","iraq1241","Iraqw","Africa",-4.19948,35.2939,"iraq1241","irk","TZ","afro1255","",FALSE,FALSE,366.925936681116,TRUE,179.096196126465
"1753","krey1238","Northeastern Timbira","South America",-4.199179,-44.8295387,"krey1238","xre","BR","nucl1710","",FALSE,FALSE,95.6949866383392,TRUE,633.626279476703
"1754","unse1236","Unserdeutsch","Papunesia",-4.19566,152.183,"unse1236","uln","AU;PG","indo1319","",FALSE,FALSE,1.57624509794833,TRUE,252.9741903614
"1755","mana1298","Manambu","Papunesia",-4.19082,142.862,"mana1298","mle","PG","nduu1242","",FALSE,FALSE,91.6272759276646,TRUE,49.5224935961716
"1756","asut1235","Asu (Tanzania)","Africa",-4.17978,37.8323,"asut1235","asa","KE;TZ","atla1278","",FALSE,FALSE,138.043315024538,TRUE,0
"1757","dama1272","Damal","Papunesia",-4.17345,137.496,"dama1272","uhn","ID","","",TRUE,TRUE,85.3735661496448,TRUE,0
"1758","yame1242","Yameo","South America",-4.16666,-73.6667,"yame1242","yme","PE","peba1241","",FALSE,FALSE,600.412305999268,TRUE,346.54660029657
"1759","bosn1248","Bosngun","Papunesia",-4.16201,144.647,"bosn1248","bqs","PG","lowe1437","",FALSE,FALSE,15.8376759138875,TRUE,46.312609302166
"1760","kono1269","Konomala","Papunesia",-4.16184,152.87,"kono1269","koa","PG","aust1307","",FALSE,FALSE,15.1846344650966,TRUE,0
"1761","yess1239","Yessan-Mayo","Papunesia",-4.15721,142.574,"yess1239","yss","PG","sepi1257","",FALSE,FALSE,96.1788986190816,TRUE,38.9538546600472
"1762","kitu1245","Kituba (Congo)","Africa",-4.15654,14.5648,"kitu1245","mkw","CG","atla1278","",FALSE,FALSE,224.248951838549,TRUE,590.287205235935
"1763","nips1240","Nipsan","Papunesia",-4.14421,139.753,"nips1240","nps","ID","nucl1709","",FALSE,FALSE,189.541221522658,TRUE,0
"1764","aura1243","Aurê y Aurá","South America",-4.137,-46.792,"aura1243","aux","BR","tupi1275","",FALSE,FALSE,207.275789973374,TRUE,851.59839513206
"1765","awar1249","Awar","Papunesia",-4.13554,144.836,"awar1249","aya","PG","lowe1437","",FALSE,FALSE,2.23160802358733,TRUE,29.9212595276928
"1766","xing1248","Xingú Asuriní","South America",-4.13463,-52.321,"xing1248","asn","BR","tupi1275","",FALSE,FALSE,260.076511047356,TRUE,734.275902331328
"1767","xipa1240","Xipaya","South America",-4.133,-49.948,"xipa1240","xiy","BR","tupi1275","",FALSE,FALSE,157.5293788381,TRUE,851.77178752793
"1768","amto1250","Amto","Papunesia",-4.12165,141.339,"amto1250","amt","PG","amto1249","",FALSE,FALSE,135.468880768886,TRUE,41.0006178410824
"1769","iter1241","Iteri","Papunesia",-4.11998,141.585,"iter1241","itr","PG","left1242","",FALSE,FALSE,124.166039464618,TRUE,34.9568132346896
"1770","lepk1238","Lepki","Papunesia",-4.1059,140.464,"lepk1238","lpe","ID","lepk1239","",FALSE,FALSE,160.616152058369,TRUE,0
"1771","nzad1234","Nzadi","Africa",-4.102208,20.194462,"nzad1234","nzd","CD","atla1278","",FALSE,FALSE,688.729440772975,TRUE,832.909360440479
"1772","yelo1243","Yalaku","Papunesia",-4.09907,142.808,"yelo1243","ylg","PG","nduu1242","",FALSE,FALSE,83.324131925926,TRUE,53.9983334365616
"1773","ngul1247","Ngul","Africa",-4.09816,19.5129,"ngul1247","nlo","CD","atla1278","",FALSE,FALSE,627.211084043075,TRUE,785.044472224855
"1774","duru1249","Duruma","Africa",-4.09629,39.322,"duru1249","dug","KE;TZ","atla1278","",FALSE,FALSE,22.9538821538004,TRUE,86.1422494208595
"1775","kwom1262","Kwoma","Papunesia",-4.08721,142.664,"kwom1262","kmo","PG","sepi1257","",FALSE,FALSE,86.2045128787646,TRUE,48.4754064117553
"1776","bore1247","Borei","Papunesia",-4.08697,144.715,"bore1247","gai","PG","lowe1437","",FALSE,FALSE,6.69558511175919,TRUE,43.7309167570391
"1777","angg1239","Angguruk Yali","Papunesia",-4.0836,139.457,"angg1239","yli","ID","nucl1709","",FALSE,FALSE,188.44967509894,TRUE,0
"1778","ango1255","Angoram","Papunesia",-4.07758,144.028,"ango1255","aog","PG","lowe1437","",FALSE,FALSE,28.6286952231441,TRUE,76.7479374241811
"1779","murk1238","Murkim","Papunesia",-4.07548,140.913,"murk1238","rmh","ID","lepk1239","",FALSE,FALSE,153.41052468853,TRUE,16.0438570447843
"1780","kwom1264","Kwoma-Manambu Pidgin","Papunesia",-4.072276,142.842763,"kwom1264","","PG","pidg1258","",FALSE,FALSE,79.6128420077539,TRUE,58.6094613146385
"1781","vili1238","Vili","Africa",-4.06716,11.3804,"vili1238","vif","AO;CG;GA","atla1278","",FALSE,FALSE,4.96421866451669,TRUE,704.853299844651
"1782","kosa1249","Kosarek Yale","Papunesia",-4.06603,139.645,"kosa1249","kkl","ID","nucl1709","",FALSE,FALSE,183.364364723694,TRUE,0
"1783","kaia1245","Kaian","Papunesia",-4.06543,144.756,"kaia1245","kct","PG","lowe1437","",FALSE,FALSE,2.86660883156061,TRUE,41.7074750002712
"1784","midg1235","Mid Grand Valley Dani","Papunesia",-4.06322,138.945,"midg1235","dnt","ID","nucl1709","",FALSE,FALSE,170.118281644267,TRUE,0
"1785","yetf1238","Yetfa","Papunesia",-4.05884,140.653,"yetf1238","yet","ID;PG","","",TRUE,TRUE,153.002512205597,TRUE,5.07977216091871
"1786","siaw1243","Siawi","Papunesia",-4.05312,141.42,"siaw1243","mmp","PG","amto1249","",FALSE,FALSE,124.971040077291,TRUE,50.9944408150369
"1787","taia1239","Taiap","Papunesia",-4.05047,144.506,"taia1239","gpn","PG","","",TRUE,TRUE,9.18853435529182,TRUE,65.6949667778832
"1788","amal1242","Amal","Papunesia",-4.04517,141.995,"amal1242","aad","PG","sepi1257","",FALSE,FALSE,104.821796821305,TRUE,43.1295357380824
"1789","kaam1238","Kaamba","Africa",-4.0409,13.284,"kaam1238","xku","CG","atla1278","",FALSE,FALSE,150.249158331626,TRUE,623.5950124507
"1790","tola1247","Tolaki","Papunesia",-4.03577,121.888,"tola1247","lbw","ID","aust1307","",FALSE,FALSE,25.4206876940885,TRUE,0
"1791","buru1309","Burui","Papunesia",-4.03527,143.015,"buru1309","bry","PG","nduu1242","",FALSE,FALSE,72.8699184978392,TRUE,65.420448007649
"1792","koiw1243","Koiwat","Papunesia",-4.03417,143.62,"koiw1243","kxt","PG","nduu1242","",FALSE,FALSE,44.7510356242697,TRUE,69.3757473581565
"1793","wata1253","Watam","Papunesia",-4.02591,144.583,"wata1253","wax","PG","lowe1437","",FALSE,FALSE,2.82395198144089,TRUE,59.6387127128312
"1794","seng1284","Sengo","Papunesia",-4.02247,142.956,"seng1284","spk","PG","nduu1242","",FALSE,FALSE,72.0998222185303,TRUE,69.1483352409509
"1795","gaik1242","Gaikundi","Papunesia",-4.01718,143.139,"gaik1242","gbf","PG","nduu1242","",FALSE,FALSE,69.3617012925276,TRUE,64.2502714579124
"1796","camp1262","Campalagian","Papunesia",-4.016667,119.623611,"camp1262","cml","ID","aust1307","",FALSE,FALSE,0.281868144577036,TRUE,0.421028580195016
"1797","zimb1251","Zimba","Africa",-4.013,26.6083,"zimb1251","zmb","CD","atla1278","",FALSE,FALSE,1165.25086081223,TRUE,149.4436255354
"1798","kwad1248","Kw'adza","Africa",-4.00743,35.1828,"kwad1248","wka","TZ","afro1255","",FALSE,FALSE,381.627281751231,TRUE,178.815588728307
"1799","aasa1238","Aasax","Africa",-4.00679,36.8648,"aasa1238","aas","TZ","afro1255","",FALSE,FALSE,229.89869917561,TRUE,67.4556096592108
"1800","isan1243","Isanzu","Africa",-3.99991,34.846,"isan1243","isn","TZ","atla1278","",FALSE,FALSE,412.627380595717,TRUE,212.483041540037
"1801","huam1247","Huambisa","South America",-3.99109,-77.9797,"huam1247","hub","PE","jiva1245","",FALSE,FALSE,206.850170860855,TRUE,23.3661274318473
"1802","surs1246","Sursurunga","Papunesia",-3.99078,152.768,"surs1246","sgz","PG","aust1307","",FALSE,FALSE,9.03944706399844,TRUE,0
"1803","sosk1235","Sos Kundi","Papunesia",-3.99024,143.396,"sosk1235","sdk","PG","nduu1242","",FALSE,FALSE,52.9990689429569,TRUE,69.4759267849838
"1804","keak1239","Keak","Papunesia",-3.98708,143.174,"keak1239","keh","PG","nduu1242","",FALSE,FALSE,64.8690785403243,TRUE,67.2205779694188
"1805","kopa1248","Kopar","Papunesia",-3.98259,144.466,"kopa1248","xop","PG","lowe1437","",FALSE,FALSE,8.27055811920654,TRUE,73.2072161153399
"1806","abau1245","Abau","Papunesia",-3.97222,141.324,"abau1245","aau","PG","sepi1257","",FALSE,FALSE,122.540938755875,TRUE,49.1998456268593
"1807","ayip1235","Ayi (Papua New Guinea)","Papunesia",-3.95946,142.407,"ayip1235","ayq","PG","sepi1257","",FALSE,FALSE,81.3084249229302,TRUE,58.3114317895284
"1808","beem1239","Beembe","Africa",-3.95895,14.1,"beem1239","beq","CG","atla1278","",FALSE,FALSE,217.323605588887,TRUE,615.796723764742
"1809","buna1277","Buna","Papunesia",-3.95553,144.119,"buna1277","bvn","PG","nucl1708","",FALSE,FALSE,12.7641931770484,TRUE,92.0787932486871
"1810","pasi1259","Pasi","Papunesia",-3.95195,142.307,"pasi1259","psq","PG","sepi1257","",FALSE,FALSE,83.6783845951024,TRUE,57.7345631216079
"1811","uppe1430","Upper Grand Valley Dani","Papunesia",-3.94368,138.901,"uppe1430","dna","ID","nucl1709","",FALSE,FALSE,178.686931012367,TRUE,0
"1812","kalo1262","Kalou","Papunesia",-3.93985,142.217,"kalo1262","ywa","PG","sepi1257","",FALSE,FALSE,85.3103503632611,TRUE,57.7999595665681
"1813","guaj1256","Guajá","South America",-3.93574,-46.3683,"guaj1256","gvj","BR","tupi1275","",FALSE,FALSE,162.266778612331,TRUE,805.56095602137
"1814","hang1263","Hanga Hundi","Papunesia",-3.90364,142.849,"hang1263","wos","PG","nduu1242","",FALSE,FALSE,61.8641143104107,TRUE,75.019331602065
"1815","bura1273","Buraadiga","Africa",-3.9,34.1,"bura1273","","","nilo1247","",FALSE,FALSE,483.472994822634,TRUE,288.00068077926
"1816","kemb1250","Kembra","Papunesia",-3.89065,140.434,"kemb1250","xkw","ID","lepk1239","",FALSE,FALSE,138.510856226125,TRUE,5.79061297389008
"1817","ekar1243","Ekari","Papunesia",-3.88974,136.018,"ekar1243","ekg","ID","nucl1709","",FALSE,FALSE,66.4317696770084,TRUE,0
"1818","towe1240","Towei","Papunesia",-3.87428,140.803,"towe1240","ttn","ID","pauw1244","",FALSE,FALSE,132.550205527718,TRUE,30.7174744845175
"1819","muri1260","Murik (Papua New Guinea)","Papunesia",-3.86959,144.166,"muri1260","mtf","PG","lowe1437","",FALSE,FALSE,2.34265412979392,TRUE,101.808759503197
"1820","urim1251","Urimo","Papunesia",-3.86066,143.701,"urim1251","urx","PG","nucl1708","",FALSE,FALSE,24.7831087838545,TRUE,89.9092842238455
"1821","nami1256","Namia","Papunesia",-3.85538,141.788,"nami1256","nnm","PG","sepi1257","",FALSE,FALSE,90.1961328883729,TRUE,61.0368851745816
"1822","kama1367","Kamasau","Papunesia",-3.8503,143.842,"kama1367","kms","PG","nucl1708","",FALSE,FALSE,15.942746933008,TRUE,93.970357025994
"1823","kiss1246","Kis","Papunesia",-3.83909,143.96,"kiss1246","kis","PG","aust1307","",FALSE,FALSE,6.11601799066366,TRUE,98.5061141463425
"1824","lega1249","Lega-Shabunda","Africa",-3.83196,27.1424,"lega1249","lea","CD","atla1278","",FALSE,FALSE,1119.46632155224,TRUE,89.0217754582971
"1825","hadz1240","Hadza","Africa",-3.83115,35.0458,"hadz1240","hts","TZ","","",TRUE,TRUE,398.9817076391,TRUE,185.086842845293
"1826","heyo1240","Heyo","Papunesia",-3.83003,142.471,"heyo1240","auk","PG","nucl1708","",FALSE,FALSE,66.0070068279978,TRUE,73.4053822660181
"1827","wala1269","Walak","Papunesia",-3.8238,138.84,"wala1269","wlw","ID","nucl1709","",FALSE,FALSE,183.934653526183,TRUE,0
"1828","yans1239","Yansi","Africa",-3.8231,18.2341,"yans1239","yns","CD","atla1278","",FALSE,FALSE,525.012374577282,TRUE,734.36394189169
"1829","odia1239","Odiai","Papunesia",-3.82276,141.336,"odia1239","bhf","PG","","",TRUE,TRUE,107.699741991626,TRUE,62.63211058206
"1830","song1305","Ohendo","Africa",-3.81041,21.4223,"song1305","soe","CD","atla1278","",FALSE,FALSE,808.97601780641,TRUE,724.363664004592
"1831","pahi1246","Pahi","Papunesia",-3.79935,142.299,"pahi1246","lgt","PG","sepi1257","",FALSE,FALSE,68.2641110295182,TRUE,74.3619530092766
"1832","aman1266","Amanayé","South America",-3.79772,-48.6613,"aman1266","ama","BR","tupi1275","",FALSE,FALSE,150.192374192419,TRUE,913.525272486858
"1833","yale1246","Yale","Papunesia",-3.79762,141.566,"yale1246","nce","PG","","",TRUE,TRUE,93.7445318417444,TRUE,69.269907489026
"1834","cent2053","Central Malay","Papunesia",-3.79673,103.137,"cent2053","pse","ID","aust1307","",FALSE,FALSE,66.5126441215967,TRUE,0
"1835","awun1245","Auwon","Papunesia",-3.79671,141.999,"awun1245","aww","PG","sepi1257","",FALSE,FALSE,79.2066925602405,TRUE,70.4393077525983
"1836","tait1250","Taita","Africa",-3.79347,38.57254,"tait1250","dav","KE;TZ","atla1278","",FALSE,FALSE,96.5447292218728,TRUE,21.7973934788165
"1837","kome1238","Komering","Papunesia",-3.79215,105.107,"kome1238","kge","ID","aust1307","",FALSE,FALSE,68.7118172638219,TRUE,124.135924773261
"1838","kosa1251","Kosadle","Papunesia",-3.78748,140.197,"kosa1251","kiq","ID","","",TRUE,TRUE,135.190879794143,TRUE,0
"1839","juwa1238","Juwal","Papunesia",-3.78596,143.681,"juwa1238","mwb","PG","nucl1708","",FALSE,FALSE,20.4420021007391,TRUE,97.6063914643206
"1840","ambu1247","Ambulas","Papunesia",-3.7801,143.059,"ambu1247","abt","PG","nduu1242","",FALSE,FALSE,45.3777189137439,TRUE,91.521650148167
"1841","haaa1252","Ha","Africa",-3.77873,30.4894,"haaa1252","haq","BI;TZ","atla1278","",FALSE,FALSE,813.681656918888,TRUE,0
"1842","west2594","Western Dani","Papunesia",-3.77127,138.217,"west2594","dnw","ID","nucl1709","",FALSE,FALSE,156.888853435861,TRUE,0
"1843","pass1247","Pass Valley Yali","Papunesia",-3.76869,139.26,"pass1247","yac","ID","nucl1709","",FALSE,FALSE,161.156043995123,TRUE,0
"1844","mbug1242","Mbugwe","Africa",-3.75763,35.8133,"mbug1242","mgz","TZ","atla1278","",FALSE,FALSE,332.220594947884,TRUE,104.152386246555
"1845","elep1240","Elepi","Papunesia",-3.7505,143.93,"elep1240","ele","PG","nucl1708","",FALSE,FALSE,3.01061044616717,TRUE,106.934061612819
"1846","kark1258","Karkar-Yuri","Papunesia",-3.74954,141.098,"kark1258","yuj","PG","pauw1244","",FALSE,FALSE,113.578294637202,TRUE,57.4413397258469
"1847","patp1243","Patpatar","Papunesia",-3.74711,152.493,"patp1243","gfk","PG","aust1307","",FALSE,FALSE,5.03118059305872,TRUE,0
"1848","tofa1246","Tofanma","Papunesia",-3.74322,140.591,"tofa1246","tlg","ID","naml1239","",FALSE,FALSE,119.972583558047,TRUE,29.5924754900165
"1849","kwan1278","Kwanga","Papunesia",-3.74263,142.711,"kwan1278","kwj","PG","sepi1257","",FALSE,FALSE,49.3052777947461,TRUE,86.7079382635443
"1850","emum1240","Emumu","Papunesia",-3.74242,140.903,"emum1240","enr","ID","pauw1244","",FALSE,FALSE,118.918914724353,TRUE,48.6867838469112
"1851","yaka1274","Yaka (Congo)","Africa",-3.73301,13.3637,"yaka1274","iyx","CG","atla1278","",FALSE,FALSE,172.860634205269,TRUE,654.486196950324
"1852","yaha1247","Yahang","Papunesia",-3.73035,142.4,"yaha1247","rhp","PG","nucl1708","",FALSE,FALSE,57.996440009179,TRUE,83.3461497541105
"1853","naii1241","Nai","Papunesia",-3.73034,141.273,"naii1241","bio","PG","kwom1263","",FALSE,FALSE,102.579305304283,TRUE,67.8395907253686
"1854","moni1261","Moni","Papunesia",-3.72962,136.886,"moni1261","mnz","ID","nucl1709","",FALSE,FALSE,115.239037095018,TRUE,0
"1855","pouy1238","Pouye","Papunesia",-3.72704,141.864,"pouy1238","bye","PG","sepi1257","",FALSE,FALSE,74.67764124844,TRUE,76.1813441939176
"1856","cahu1268","Cahuarano","South America",-3.72665,-73.9469,"cahu1268","cah","PE","zapa1251","",FALSE,FALSE,561.850516549634,TRUE,355.712908183133
"1857","demm1245","Dem","Papunesia",-3.72183,137.632,"demm1245","dem","ID","","",TRUE,TRUE,136.038631510951,TRUE,0
"1858","ango1254","Angor","Papunesia",-3.7167,141.199,"ango1254","agg","PG","sena1264","",FALSE,FALSE,105.713706825086,TRUE,65.6076879130225
"1859","semi1264","Semimi","Papunesia",-3.71553,134.454,"semi1264","etz","ID","mair1253","",FALSE,FALSE,20.4182178298637,TRUE,64.3188347106002
"1860","para1310","Pará Arára","South America",-3.71263,-53.0657,"para1310","aap","BR","cari1283","",FALSE,FALSE,227.304601204617,TRUE,667.978057070152
"1861","mehe1243","Mehek","Papunesia",-3.70927,142.498,"mehe1243","nux","PG","sepi1257","",FALSE,FALSE,52.7567471566526,TRUE,87.0303455760812
"1862","kaie1237","Kaiep","Papunesia",-3.70524,143.884,"kaie1237","kbw","PG","aust1307","",FALSE,FALSE,0.852540106334665,TRUE,110.617481450886
"1863","mali1283","Malimpung","Papunesia",-3.6996,119.76,"mali1283","mli","ID","aust1307","",FALSE,FALSE,26.568151682335,TRUE,0
"1864","kara1495","Karawa","Papunesia",-3.69933,142.018,"kara1495","xrw","PG","sepi1257","",FALSE,FALSE,68.5785227439955,TRUE,81.3880608774543
"1865","kuny1238","Kunyi","Africa",-3.69702,12.5197,"kuny1238","njx","AO;CG","atla1278","",FALSE,FALSE,113.429244880477,TRUE,685.790620043169
"1866","hung1278","Hungana-Saamba","Africa",-3.69695,18.4312,"hung1278","hum","CD","atla1278","",FALSE,FALSE,547.63476261402,TRUE,756.923524938823
"1867","bung1270","Bungain","Papunesia",-3.69674,143.796,"bung1270","but","PG","nucl1708","",FALSE,FALSE,5.86338090250954,TRUE,109.69234068418
"1868","laek1243","Laeko-Libuat","Papunesia",-3.69618,142.237,"laek1243","lkl","PG","nucl1708","",FALSE,FALSE,60.1832218589244,TRUE,84.8096309820266
"1869","loja1235","Loja Highland Quichua","South America",-3.69352,-79.29151,"loja1235","qvj","EC","quec1387","",FALSE,FALSE,82.9488689731964,TRUE,0
"1870","tere1276","Terebu","Papunesia",-3.68721,143.835,"tere1276","trb","PG","aust1307","",FALSE,FALSE,2.07434645067196,TRUE,111.539306341345
"1871","indo1317","Indonesian Bajau","Papunesia",-3.68664,122.253,"indo1317","bdl","ID","aust1307","",FALSE,FALSE,2.73146317706352,TRUE,0
"1872","gwen1239","Gweno","Africa",-3.68407,37.6827,"gwen1239","gwe","KE;TZ","atla1278","",FALSE,FALSE,176.328042253812,TRUE,0
"1873","boik1241","Boikin","Papunesia",-3.68297,143.474,"boik1241","bzf","PG","nduu1242","",FALSE,FALSE,20.6133779909147,TRUE,104.476389062038
"1874","beli1258","Beli (Papua New Guinea)","Papunesia",-3.67881,142.34,"beli1258","bey","PG","nucl1708","",FALSE,FALSE,54.6007734703809,TRUE,88.1593090874084
"1875","nkut1238","Nkutu","Africa",-3.67432,22.6802,"nkut1238","nkw","CD","atla1278","",FALSE,FALSE,927.517520794851,TRUE,584.992437386769
"1876","mend1268","Mende (Papua New Guinea)","Papunesia",-3.67233,142.683,"mend1268","sim","PG","sepi1257","",FALSE,FALSE,43.185288464316,TRUE,93.7469237613119
"1877","ticu1245","Ticuna","South America",-3.66289,-69.8723,"ticu1245","tca","BR;CO;PE","ticu1244","",FALSE,FALSE,940.077070455467,TRUE,607.407628541601
"1878","bumb1241","Bumbita Arapesh","Papunesia",-3.65508,142.859,"bumb1241","aon","PG","nucl1708","",FALSE,FALSE,35.7042319108204,TRUE,100.677964849608
"1879","sate1243","Sateré-Mawé","South America",-3.63897,-56.8749,"sate1243","mav","BR","tupi1275","",FALSE,FALSE,447.024748328287,TRUE,472.694193730769
"1880","usku1243","Usku","Papunesia",-3.63853,140.502,"usku1243","ulf","ID","","",TRUE,TRUE,110.470305167567,TRUE,31.4456968791225
"1881","wiar1238","Wiarumus","Papunesia",-3.63409,143.756,"wiar1238","tua","PG","nucl1708","",FALSE,FALSE,2.80810384800165,TRUE,115.664446410319
"1882","ires1239","Yerisiam","Papunesia",-3.62803,135.025,"ires1239","ire","ID","aust1307","",FALSE,FALSE,30.0151034338875,TRUE,8.00789810270958
"1883","ngge1241","Nggem","Papunesia",-3.62735,139.011,"ngge1241","nbq","ID","nucl1709","",FALSE,FALSE,157.098505355301,TRUE,0
"1884","dubu1240","Dubu","Papunesia",-3.62591,140.768,"dubu1240","dmu","ID","pauw1244","",FALSE,FALSE,105.997026568547,TRUE,43.5500427074864
"1885","kusu1252","Kusu","Africa",-3.61459,25.2923,"kusu1252","ksv","CD","atla1278","",FALSE,FALSE,1169.16617866597,TRUE,295.633728541135
"1886","ambr1239","Ambrak","Papunesia",-3.61,142.56,"ambr1239","aag","PG","nucl1708","",FALSE,FALSE,40.6249090989446,TRUE,98.7873536901214
"1887","sili1247","Siliput","Papunesia",-3.60838,142.397,"sili1247","mkc","PG","nucl1708","",FALSE,FALSE,45.5771357968589,TRUE,96.6838292639186
"1888","saga1262","Sagalla","Africa",-3.60164,38.5037,"saga1262","tga","KE","atla1278","",FALSE,FALSE,109.620315578273,TRUE,5.75642534512372
"1889","urat1244","Urat","Papunesia",-3.60065,142.79,"urat1244","urt","PG","nucl1708","",FALSE,FALSE,32.2270792470412,TRUE,104.059671931029
"1890","wana1268","Wanap","Papunesia",-3.59639,142.5,"wana1268","wnp","PG","nucl1708","",FALSE,FALSE,41.1010852719795,TRUE,99.4410927906082
"1891","maiw1250","Maiwa (Indonesia)","Papunesia",-3.59444,119.978,"maiw1250","wmm","ID","aust1307","",FALSE,FALSE,41.0200844620869,TRUE,0
"1892","mini1253","Minidien","Papunesia",-3.59408,142.33,"mini1253","wii","PG","nucl1708","",FALSE,FALSE,46.3203114350312,TRUE,97.313632967593
"1893","toca1235","Tocantins Asurini","South America",-3.59359,-49.8991,"toca1235","asu","BR","tupi1275","",FALSE,FALSE,100.121358926967,TRUE,806.82150060759
"1894","gnau1240","Gnau","Papunesia",-3.59093,142.196,"gnau1240","gnu","PG","nucl1708","",FALSE,FALSE,51.9362367996662,TRUE,95.7794514515112
"1895","teke1274","Teke-Fuumu","Africa",-3.59003,15.5061,"teke1274","ifm","CG;CD","atla1278","",FALSE,FALSE,327.662187758747,TRUE,658.276658113037
"1896","urim1252","Urim","Papunesia",-3.58018,142.653,"urim1252","uri","PG","nucl1708","",FALSE,FALSE,34.6584922078337,TRUE,103.358424043683
"1897","naml1240","Namla","Papunesia",-3.58,140.66,"naml1240","naa","ID","naml1239","",FALSE,FALSE,101.720853307519,TRUE,34.825967178128
"1898","mufi1238","Mufian","Papunesia",-3.57932,142.955,"mufi1238","aoj","PG","nucl1708","",FALSE,FALSE,25.2647647597071,TRUE,112.47161410324
"1899","yiss1240","Yis","Papunesia",-3.57371,141.88,"yiss1240","yis","PG","nucl1708","",FALSE,FALSE,58.3935062404109,TRUE,93.2249549638489
"1900","guri1248","Guriaso","Papunesia",-3.5718,141.597,"guri1248","grx","PG","","",TRUE,TRUE,71.7081993169902,TRUE,93.0566135690758
"1901","akkk1240","Ak","Papunesia",-3.57026,141.784,"akkk1240","akq","PG","sepi1257","",FALSE,FALSE,61.7235582071367,TRUE,92.3909743204606
"1902","yang1296","Yangum Mon","Papunesia",-3.55,142.527,"yang1296","ymo","PG","nucl1708","",FALSE,FALSE,35.4946920586439,TRUE,104.907757822206
"1903","buru1308","Buruwai","Papunesia",-3.54561,133.327,"buru1308","asi","ID","nucl1709","",FALSE,FALSE,17.7396618518411,TRUE,16.7858053655844
"1904","enre1239","Enrekang","Papunesia",-3.53848,119.66,"enre1239","ptt","ID","aust1307","",FALSE,FALSE,14.0485968922728,TRUE,0
"1905","womp1235","Wom (Papua New Guinea)","Papunesia",-3.5332,142.87,"womp1235","wmo","PG","nucl1708","",FALSE,FALSE,22.8244767129367,TRUE,113.790780203082
"1906","auuu1241","Au","Papunesia",-3.53277,142.105,"auuu1241","avt","PG","nucl1708","",FALSE,FALSE,48.7570949486782,TRUE,100.881022577899
"1907","kamb1302","Kamberau","Papunesia",-3.53189,133.518,"kamb1302","irx","ID","nucl1709","",FALSE,FALSE,6.87742359807918,TRUE,37.2535863692886
"1908","awtu1239","Awtuw","Papunesia",-3.53129,141.928,"awtu1239","kmn","PG","sepi1257","",FALSE,FALSE,52.5804880820614,TRUE,98.5537926072719
