"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide","Distancetosea","OnLandmasswithMountains","Distancetomountain"
"3136","wasa1244","Wasa","Africa",5.74109,-2.16028,"wasa1244","wss","GH","atla1278","",FALSE,FALSE,88.5113661104663,TRUE,599.916835478339
"3137","buss1239","Bussa","Africa",5.74987,37.2017,"buss1239","dox","ET","afro1255","",FALSE,FALSE,784.428266209679,TRUE,0
"3138","kint1239","Kintaq","Eurasia",5.75004,101.277,"kint1239","knq","MY;TH","aust1305","",FALSE,FALSE,83.9848904168341,TRUE,0
"3139","njen1238","Njen","Africa",5.75169,9.90439,"njen1238","njj","CM","atla1278","",FALSE,FALSE,154.909058884198,TRUE,0
"3140","mbon1252","Mbonga","Africa",5.7517,13.6471,"mbon1252","xmb","CM","atla1278","",FALSE,FALSE,405.107751483477,TRUE,194.306677261872
"3141","nkuk1238","Nkukoli","Africa",5.7562,8.28051,"nkuk1238","nbo","NG","atla1278","",FALSE,FALSE,82.2890834326205,TRUE,21.3457379978198
"3142","giri1245","Girirra","Africa",5.76,42.17,"giri1245","","ET","afro1255","",FALSE,FALSE,498.28777382322,TRUE,97.3917769788823
"3143","bame1260","Bamenyam","Africa",5.77049,10.3302,"bame1260","bce","CM","atla1278","",FALSE,FALSE,182.86629425251,TRUE,0
"3144","coas1294","Coastal Kadazan","Papunesia",5.77065,116.063,"coas1294","kzj","MY","aust1307","",FALSE,FALSE,6.46650326682454,TRUE,0
"3145","kend1252","Kendem","Africa",5.77429,9.63201,"kend1252","kvm","CM","atla1278","",FALSE,FALSE,141.237914918821,TRUE,0
"3146","duit1239","Duit","South America",5.786798,-73.021374,"duit1239","","CO","chib1249","",FALSE,FALSE,377.187225068952,TRUE,0
"3147","ukwu1241","Ukwuani-Aboh-Ndoni","Africa",5.78892,6.48559,"ukwu1241","ukw","NG","atla1278","",FALSE,FALSE,84.0089558378711,TRUE,212.716781099685
"3148","ghan1244","Ghanaian Pidgin English","Africa",5.793241,-0.283641,"ghan1244","gpe","GH","indo1319","",FALSE,FALSE,27.9242568062672,TRUE,794.740413106383
"3149","piny1238","Pinyin","Africa",5.7991,10.0682,"piny1238","pny","CM","atla1278","",FALSE,FALSE,168.904711324403,TRUE,0
"3150","koor1239","Koorete","Africa",5.80545,37.8679,"koor1239","kqy","ET","gong1255","",FALSE,FALSE,742.257207676546,TRUE,0
"3151","agwa1247","Agwagwune","Africa",5.81055,8.03166,"agwa1247","yay","NG","atla1278","",FALSE,FALSE,88.6980833184042,TRUE,46.5452931982516
"3152","guah1255","Guahibo","South America",5.81736,-68.9839,"guah1255","guh","CO;VE","guah1252","",FALSE,FALSE,408.191074701196,TRUE,174.473904261967
"3153","isek1239","Isekiri","Africa",5.81898,5.5862,"isek1239","its","NG","atla1278","",FALSE,FALSE,21.4909713491447,TRUE,312.254291372443
"3154","sran1240","Sranan Tongo","South America",5.83,-55.33,"sran1240","srn","AW;NL;SR","indo1319","",FALSE,FALSE,11.9619771380577,TRUE,198.520202277182
"3155","east2414","Konobo-Eastern Krahn","Africa",5.83555,-7.85454,"east2414","kqo","CI;LR","atla1278","",FALSE,FALSE,132.969650759801,TRUE,161.194728007898
"3156","mand1425","Mandari","Africa",5.83656,31.2327,"mand1425","mqu","SD","nilo1247","",FALSE,FALSE,1212.00487795572,TRUE,140.726627466027
"3157","zays1235","Zayse-Zergulla","Africa",5.83747,37.3409,"zays1235","zay","ET","gong1255","",FALSE,FALSE,769.049506730623,TRUE,0
"3158","gali1262","Galibi Carib","South America",5.83772,-56.8323,"gali1262","car","BR;GF;GY;SR;VE","cari1283","",FALSE,FALSE,15.8229945044069,TRUE,153.257053520974
"3159","bafa1249","Bafanji","Africa",5.84612,10.4518,"bafa1249","bfj","CM","atla1278","",FALSE,FALSE,194.136656516806,TRUE,0
"3160","sara1327","Sarangani Manobo","Papunesia",5.84903,125.499,"sara1327","mbs","PH","aust1307","",FALSE,FALSE,7.10213863942331,TRUE,64.3656545008266
"3161","lako1244","Lakota Dida","Africa",5.86012,-5.40633,"lako1244","dic","CI","atla1278","",FALSE,FALSE,67.8241785159848,TRUE,279.674598764249
"3162","busa1251","Busam","Africa",5.8604,9.68068,"busa1251","bxs","CM","atla1278","",FALSE,FALSE,151.067908635804,TRUE,0
"3163","nort3262","Northern Tidung","Papunesia",5.8606,117.5455,"nort3262","ntd","MY","aust1307","",FALSE,FALSE,3.59187400939572,TRUE,21.3926516435904
"3164","bamb1265","Bambalang","Africa",5.861,10.544,"bamb1265","bmo","CM","atla1278","",FALSE,FALSE,198.691975340775,TRUE,0
"3165","krob1245","Krobu","Africa",5.86161,-4.47739,"krob1245","kxb","CI","atla1278","",FALSE,FALSE,60.230144312573,TRUE,362.070092282362
"3166","tika1246","Tikar","Africa",5.87004,11.6104,"tika1246","tik","CM","atla1278","",FALSE,FALSE,254.494081184714,TRUE,8.30684788270483
"3167","gbii1242","Gbii","Africa",5.87021,-8.9346,"gbii1242","ggb","LR","atla1278","",FALSE,FALSE,74.0361736930225,TRUE,186.445485847564
"3168","bamu1254","Bamukumbit","Africa",5.87292,10.3537,"bamu1254","bqt","CM","atla1278","",FALSE,FALSE,193.491830561888,TRUE,0
"3169","mids1243","Mid-Southern Banda","Africa",5.87893,22.4666,"mids1243","bjo","CF;CD;SD","atla1278","",FALSE,FALSE,1212.30669049434,TRUE,827.77173091534
"3170","agoi1246","Agoi","Africa",5.87953,8.21629,"agoi1246","ibm","NG","atla1278","",FALSE,FALSE,95.0277394115069,TRUE,33.0599477387648
"3171","ngam1267","Ngamambo","Africa",5.87975,10.0779,"ngam1267","nbv","CM","atla1278","",FALSE,FALSE,175.908082385541,TRUE,0
"3172","awin1248","Awing","Africa",5.88362,10.264,"awin1248","azo","CM","atla1278","",FALSE,FALSE,188.194647645013,TRUE,0
"3173","meta1238","Meta'","Africa",5.88942,9.87416,"meta1238","mgo","CM","atla1278","",FALSE,FALSE,164.762415383039,TRUE,0
"3174","nyam1279","Nyamusa-Molo","Africa",5.89708,30.3658,"nyam1279","nwm","SD","cent2225","",FALSE,FALSE,1280.49212654683,TRUE,210.647756834471
"3175","mung1266","Mungaka","Africa",5.89752,10.0294,"mung1266","mhk","CM","atla1278","",FALSE,FALSE,174.393905725484,TRUE,0
"3176","luoc1235","Luo (Cameroon)","Africa",5.9072,9.91259,"luoc1235","luw","CM","atla1278","",FALSE,FALSE,168.42883921369,TRUE,0
"3177","bama1251","Bamali","Africa",5.91327,10.4567,"bama1251","bbq","CM","atla1278","",FALSE,FALSE,201.056968479801,TRUE,0
"3178","loka1252","Lokaa","Africa",5.91483,8.0933,"loka1252","yaz","NG","atla1278","",FALSE,FALSE,99.0906400204142,TRUE,47.1382988957373
"3179","male1284","Male (Ethiopia)","Africa",5.91975,36.9892,"male1284","mdy","ET","gong1255","",FALSE,FALSE,783.274228803243,TRUE,0
"3180","efut1242","Efutop","Africa",5.92431,8.35425,"efut1242","ofu","NG","atla1278","",FALSE,FALSE,101.032922444019,TRUE,21.217891773239
"3181","kohu1244","Kohumono","Africa",5.92596,7.96202,"kohu1244","bcs","NG","atla1278","",FALSE,FALSE,102.028000776284,TRUE,60.0022870902469
"3182","keda1251","Kedah Malay","Eurasia",5.933,100.492,"keda1251","meo","MY;TH","aust1307","",FALSE,FALSE,12.3205369846329,TRUE,0
"3183","dump1242","Dumpas","Papunesia",5.93483,117.419,"dump1242","dmv","MY","aust1307","",FALSE,FALSE,8.33230706153499,TRUE,7.38286839249888
"3184","lart1238","Larteh","Africa",5.9367,-0.07822,"lart1238","lar","GH","atla1278","",FALSE,FALSE,31.2865808649464,TRUE,812.454050212618
"3185","ngie1242","Ngie","Africa",5.93852,9.79389,"ngie1242","ngj","CM","atla1278","",FALSE,FALSE,164.431944559979,TRUE,0
"3186","ambe1247","Ambele","Africa",5.94043,9.62028,"ambe1247","ael","CM","atla1278","",FALSE,FALSE,153.817965080978,TRUE,0
"3187","adan1247","Adangme","Africa",5.9437,0.13243,"adan1247","ada","GH","atla1278","",FALSE,FALSE,22.6206676107319,TRUE,834.846982358499
"3188","menk1238","Menka","Africa",5.94639,9.69161,"menk1238","mea","CM","atla1278","",FALSE,FALSE,158.604851696276,TRUE,0
"3189","nort2775","Northwest Gbaya","Africa",5.9503,15.2569,"nort2775","gya","CM;CF;CG;NG","atla1278","",FALSE,FALSE,553.215238770155,TRUE,213.32461431924
"3190","aari1239","Aari","Africa",5.95034,36.5721,"aari1239","aiw","ET","sout2845","",FALSE,FALSE,806.911230037779,TRUE,0
"3191","gabo1234","Gabogbo","Africa",5.964761,-5.841819,"gabo1234","gie","CI","atla1278","",FALSE,FALSE,92.5231262872497,TRUE,237.535545450358
"3192","mapo1246","Mapoyo","South America",5.96952,-67.2581,"mapo1246","mcg","CO;VE","cari1283","",FALSE,FALSE,480.892214180618,TRUE,4.4457893296706
"3193","deny1238","Denya","Africa",5.97237,9.39989,"deny1238","anv","CM;NG","atla1278","",FALSE,FALSE,144.513621999789,TRUE,2.47643111468734
"3194","olul1245","Olulumo-Ikom","Africa",5.97709,8.56546,"olul1245","iko","NG","atla1278","",FALSE,FALSE,111.331943168409,TRUE,13.2980377829575
"3195","baba1266","Babanki","Africa",5.97863,10.2869,"baba1266","bbk","CM","atla1278","",FALSE,FALSE,196.953022910205,TRUE,0
"3196","ngem1255","Ngemba","Africa",5.97864,10.1469,"ngem1255","nge","CM","atla1278","",FALSE,FALSE,188.135131610532,TRUE,0
"3197","kens1248","Kensiu","Eurasia",5.98085,101.026,"kens1248","kns","MY;TH","aust1305","",FALSE,FALSE,62.6024746477566,TRUE,0
"3198","gbay1286","Gbaya-Bozoum","Africa",5.9879,16.4643,"gbay1286","gbq","CF","atla1278","",FALSE,FALSE,662.185912992863,TRUE,254.794131114203
"3199","leyi1238","Leyigha","Africa",5.98832,8.20861,"leyi1238","ayi","NG","atla1278","",FALSE,FALSE,106.639858296731,TRUE,38.8150279072507
"3200","atti1239","Attié","Africa",5.9977,-3.8209,"atti1239","ati","CI","atla1278","",FALSE,FALSE,66.5105448382734,TRUE,419.214027574572
"3201","bodo1272","Bodo (Central African Republic)","Africa",6,26,"bodo1272","boy","CF","atla1278","",FALSE,FALSE,1542.08484589178,TRUE,646.965289401955
"3202","mend1261","Mendankwe-Nkwen","Africa",6.00034,10.2307,"mend1261","mfd","CM","atla1278","",FALSE,FALSE,195.071385021539,TRUE,0
"3203","leny1238","Lenyima","Africa",6.00131,8.28951,"leny1238","ldg","NG","atla1278","",FALSE,FALSE,108.448808492929,TRUE,31.7554384198974
"3204","bamu1256","Bamunka","Africa",6.00203,10.5127,"bamu1256","bvm","CM","atla1278","",FALSE,FALSE,211.744594810126,TRUE,0
"3205","west2560","West Coast Bajau","Papunesia",6.00631,116.124,"west2560","bdr","MY","aust1307","",FALSE,FALSE,0.91567992885686,TRUE,0
"3206","bang1356","Bangolan","Africa",6.0125,10.667,"bang1356","bgj","CM","atla1278","",FALSE,FALSE,218.061546586965,TRUE,0
"3207","kens1251","Kenswei Nsei","Africa",6.01713,10.412,"kens1251","ndb","CM","atla1278","",FALSE,FALSE,208.111050317006,TRUE,0
"3208","mant1267","Manta","Africa",6.0213,9.59489,"mant1267","myg","CM","atla1278","",FALSE,FALSE,159.172790062308,TRUE,0
"3209","legb1242","Legbo","Africa",6.02645,7.98385,"legb1242","agb","NG","atla1278","",FALSE,FALSE,112.227440645559,TRUE,63.2100352410344
"3210","cent2100","Central Dusun","Papunesia",6.02998,116.681,"cent2100","dtp","MY","aust1307","",FALSE,FALSE,43.6907448660673,TRUE,0
"3211","suri1267","Tirma-Chai","Africa",6.03205,35.0823,"suri1267","suq","ET;SD","surm1244","",FALSE,FALSE,902.346813840699,TRUE,0
"3212","jurm1239","Jur Modo","Africa",6.03321,29.974,"jurm1239","bex","SD","cent2225","",FALSE,FALSE,1306.85431901157,TRUE,254.238172746328
"3213","aton1242","Atong","Africa",6.03539,9.72121,"aton1242","ato","CM","atla1278","",FALSE,FALSE,167.671316801572,TRUE,0
"3214","sara1326","Sarangani Blaan","Papunesia",6.03691,125.354,"sara1326","bps","PH","aust1307","",FALSE,FALSE,7.04794774005454,TRUE,38.9120633155377
"3215","ngos1238","Ngoshie","Africa",6.04616,9.83193,"ngos1238","nsh","CM","atla1278","",FALSE,FALSE,175.311695089611,TRUE,0
"3216","skep1238","Skepi Creole Dutch","South America",6.05191,-58.5626,"skep1238","skw","GY","indo1319","",FALSE,FALSE,36.1096333508007,TRUE,100.430587087514
"3217","cher1271","Cherepon","Africa",6.05387,-0.10955,"cher1271","cpn","GH","atla1278","",FALSE,FALSE,43.2926994986222,TRUE,805.900789998268
"3218","wush1238","Wushi","Africa",6.07415,10.6035,"wush1238","bse","CM","atla1278","",FALSE,FALSE,221.92710226216,TRUE,0
"3219","ndoe1238","Ndoe","Africa",6.08134,8.69131,"ndoe1238","nbb","NG","atla1278","",FALSE,FALSE,125.921192249128,TRUE,27.017465660719
"3220","gagn1235","Gagnoa Bété","Africa",6.10051,-5.9701,"gagn1235","btg","CI","atla1278","",FALSE,FALSE,111.24859782921,TRUE,216.880618919598
"3221","boky1238","Bokyi","Africa",6.10475,9.05875,"boky1238","bky","CM;NG","atla1278","",FALSE,FALSE,143.804652808485,TRUE,10.4421003662206
"3222","bamb1266","Bambili-Bambui","Africa",6.10821,10.2233,"bamb1266","baw","CM","atla1278","",FALSE,FALSE,203.342939760343,TRUE,0
"3223","baba1264","Baba","Africa",6.11222,10.5216,"baba1264","bbw","CM","atla1278","",FALSE,FALSE,222.574024234865,TRUE,0
"3224","veng1238","Vengo","Africa",6.11403,10.4137,"veng1238","bav","CM","atla1278","",FALSE,FALSE,215.645789904897,TRUE,0
"3225","balo1264","Balo","Africa",6.12552,9.69365,"balo1264","bqo","CM","atla1278","",FALSE,FALSE,173.643552644567,TRUE,0
"3226","barr1251","Barro Negro Tunebo","South America",6.12622,-72.044,"barr1251","tbn","CO","chib1249","",FALSE,FALSE,316.570838422041,TRUE,0
"3227","oyda1235","Oyda","Africa",6.13322,36.8541,"oyda1235","oyd","ET","gong1255","",FALSE,FALSE,774.768756490633,TRUE,0
"3228","vute1244","Vute","Africa",6.13603,11.8839,"vute1244","vut","CM;NG","atla1278","",FALSE,FALSE,292.778985842763,TRUE,16.7095676688297
"3229","lotu1250","Lotud","Papunesia",6.13732,116.232,"lotu1250","dtr","MY","aust1307","",FALSE,FALSE,7.03747107267875,TRUE,0
"3230","guib1246","Guiberoua Béte","Africa",6.13837,-6.51291,"guib1246","bet","CI","atla1278","",FALSE,FALSE,132.624033401762,TRUE,177.974937075998
"3231","dizi1235","Dizin","Africa",6.1405,35.5763,"dizi1235","mdx","ET","dizo1235","",FALSE,FALSE,859.777621602458,TRUE,0
"3232","bafu1246","Bafut","Africa",6.14153,10.1194,"bafu1246","bfd","CM","atla1278","",FALSE,FALSE,200.104152818083,TRUE,0
"3233","sugu1243","Sugut Dusun","Papunesia",6.14235,117.176,"sugu1243","kzs","MY","aust1307","",FALSE,FALSE,40.1165110788313,TRUE,0
"3234","west2488","Western Krahn","Africa",6.14415,-8.40954,"west2488","krw","CI;LR","atla1278","",FALSE,FALSE,130.81125798735,TRUE,136.899103728792
"3235","moda1242","Mo'da","Africa",6.1463,29.7355,"moda1242","gbn","SD","cent2225","",FALSE,FALSE,1320.89551599945,TRUE,283.022446910686
"3236","gayi1237","Gayil","Africa",6.15034,36.67211,"gayi1237","gyl","ET","sout2845","",FALSE,FALSE,785.075405327541,TRUE,0
"3237","anyi1244","Anyin Morofo","Africa",6.1627,-4.64232,"anyi1244","mtb","CI","atla1278","",FALSE,FALSE,90.8459816916836,TRUE,329.62983608921
"3238","akaw1239","Akawaio","South America",6.16277,-60.862,"akaw1239","ake","BR;GY;VE","cari1283","",FALSE,FALSE,207.140125026413,TRUE,26.7664131112995
"3239","kaci1244","Kacipo-Balesi","Africa",6.16512,34.9436,"kaci1244","koe","ET;SD","surm1244","",FALSE,FALSE,903.465220581289,TRUE,0
"3240","cros1244","Cross River Mbembe","Africa",6.16926,8.23592,"cros1244","mfn","NG","atla1278","",FALSE,FALSE,126.055836906129,TRUE,48.6777744222981
"3241","nden1250","Nde-Nsele-Nta","Africa",6.17426,8.49836,"nden1250","ndd","NG","atla1278","",FALSE,FALSE,129.874522699197,TRUE,36.2657229390268
"3242","ngwo1241","Ngwo","Africa",6.17739,9.84369,"ngwo1241","ngn","CM","atla1278","",FALSE,FALSE,186.696221530145,TRUE,0
"3243","gede1246","Gedeo","Africa",6.18469,38.2395,"gede1246","drs","ET","afro1255","",FALSE,FALSE,689.386303689584,TRUE,0
"3244","cuib1242","Cuiba","South America",6.19829,-69.8197,"cuib1242","cui","CO;VE","guah1252","",FALSE,FALSE,337.270838704187,TRUE,219.008555636958
"3245","tbol1240","Tboli","Papunesia",6.20377,124.538,"tbol1240","tbl","PH","aust1307","",FALSE,FALSE,13.9710404717409,TRUE,48.6138842533007
"3246","koro1310","Koronadal Blaan","Papunesia",6.20529,125.007,"koro1310","bpr","PH","aust1307","",FALSE,FALSE,18.0832140345638,TRUE,15.4646926745979
"3247","osat1238","Osatu","Africa",6.20829,9.80188,"osat1238","ost","CM","atla1278","",FALSE,FALSE,186.839873376004,TRUE,0
"3248","dime1235","Dime","Africa",6.20951,36.3329,"dime1235","dim","ET","sout2845","",FALSE,FALSE,802.902363635287,TRUE,0
"3249","band1344","Banda-Bambari","Africa",6.21563,20.9827,"band1344","liy","CF","atla1278","",FALSE,FALSE,1080.76474008035,TRUE,659.771672781696
"3250","eman1238","Eman","Africa",6.22923,9.70562,"eman1238","emn","CM","atla1278","",FALSE,FALSE,183.264742323918,TRUE,0
"3251","okuu1243","Oku","Africa",6.23712,10.5096,"okuu1243","oku","CM","atla1278","",FALSE,FALSE,231.407363526478,TRUE,0
"3252","chib1270","Chibcha","South America",6.24999,-74.1666,"chib1270","chb","CO","chib1249","",FALSE,FALSE,296.353465720166,TRUE,0
"3253","anse1238","Anserma","South America",6.24999,-76.05,"anse1238","ans","CO","choc1280","",FALSE,FALSE,123.653088745436,TRUE,0
"3254","dorz1235","Dorze","Africa",6.25237,37.5554,"dorz1235","doz","ET","gong1255","",FALSE,FALSE,722.218388418735,TRUE,0
"3255","esan1238","Esan","Africa",6.25685,6.33917,"esan1238","ish","NG","atla1278","",FALSE,FALSE,100.970153663604,TRUE,239.05929922161
"3256","mbee1250","Mbe'","Africa",6.25838,11.0906,"mbee1250","mtk","CM","atla1278","",FALSE,FALSE,259.164829203763,TRUE,0
"3257","komc1235","Kom (Cameroon)","Africa",6.2596,10.3348,"komc1235","bkm","CM","atla1278","",FALSE,FALSE,222.486427421476,TRUE,0
"3258","genn1243","Gen","Africa",6.25971,1.67727,"genn1243","gej","BJ;TG","atla1278","",FALSE,FALSE,3.37061704453245,TRUE,747.573747899613
"3259","caka1240","Caka","Africa",6.26979,9.77746,"caka1240","ckx","CM","atla1278","",FALSE,FALSE,190.713646580277,TRUE,0
"3260","befa1241","Befang","Africa",6.27562,10.0342,"befa1241","bby","CM","atla1278","",FALSE,FALSE,206.258950956125,TRUE,0
"3261","gamo1243","Gamo","Africa",6.27645,37.23808,"gamo1243","gmv","ET","gong1255","",FALSE,FALSE,739.478145709263,TRUE,0
"3262","laim1240","Laimbue","Africa",6.28158,10.1427,"laim1240","lmx","CM","atla1278","",FALSE,FALSE,213.516113301668,TRUE,0
"3263","tomb1244","Tombonuo","Papunesia",6.2892,117.322,"tomb1244","txa","MY","aust1307","",FALSE,FALSE,28.5285034257994,TRUE,3.65955807723421
"3264","ipul1238","Ipulo-Olulu","Africa",6.2918,9.64676,"ipul1238","ass","CM","atla1278","",FALSE,FALSE,185.741723159556,TRUE,0
"3265","kwan1276","Kwanja","Africa",6.30293,11.6931,"kwan1276","knp","CM","atla1278","",FALSE,FALSE,294.569543926041,TRUE,0
"3266","aban1242","Abanyom","Africa",6.30619,8.63055,"aban1242","abm","NG","atla1278","",FALSE,FALSE,146.695554642204,TRUE,31.3402723376658
"3267","fioo1234","Fio","Africa",6.31256,10.2936,"fioo1234","","CM","atla1278","",FALSE,FALSE,224.539171803325,TRUE,0
"3268","nnam1238","Nnam","Africa",6.31319,8.48975,"nnam1238","nbp","NG","atla1278","",FALSE,FALSE,144.21177952382,TRUE,46.9389632873875
"3269","sehw1238","Sehwi","Africa",6.3172,-2.73146,"sehw1238","sfw","CI;GH","atla1278","",FALSE,FALSE,108.570489841412,TRUE,518.65284491415
"3270","anyi1245","Anyin","Africa",6.31781,-3.30532,"anyi1245","any","CI;GH","atla1278","",FALSE,FALSE,102.360638619214,TRUE,458.653248505318
"3271","izie1238","Izi-Ezaa-Ikwo-Mgbo","Africa",6.31831,8.03044,"izie1238","izi","NG","atla1278","",FALSE,FALSE,142.620212573059,TRUE,76.3135958722098
"3272","reel1238","Reel","Africa",6.32234,30.49451,"reel1238","atu","SD","nilo1247","",FALSE,FALSE,1249.54353553646,TRUE,233.113134871025
"3273","beba1238","Beba","Africa",6.32256,9.73577,"beba1238","bfp","CM","atla1278","",FALSE,FALSE,193.077555973474,TRUE,0
"3274","wola1242","Wolaytta","Africa",6.32668,37.7537,"wola1242","wal","ET","gong1255","",FALSE,FALSE,704.437350831657,TRUE,0
"3275","mesa1245","Mesaka","Africa",6.32679,9.8723,"mesa1245","iyo","CM;NG","atla1278","",FALSE,FALSE,200.909387617217,TRUE,0
"3276","izii1239","Izi","Africa",6.33,8,"izii1239","izz","","atla1278","izie1238",FALSE,FALSE,144.176519296879,TRUE,79.6446433742473
"3277","west2456","Western Xwla Gbe","Africa",6.33455,2.03904,"west2456","xwl","BJ;TG","atla1278","",FALSE,FALSE,4.47715209200158,TRUE,708.56707791282
"3278","maca1259","Macaguán","South America",6.34582,-71.2671,"maca1259","mbn","CO","guah1252","",FALSE,FALSE,288.737099138773,TRUE,63.822246457601
"3279","akan1250","Akan","Africa",6.34756,-1.33254,"akan1250","aka","GH;TG","atla1278","",FALSE,FALSE,124.992107310482,TRUE,666.70947398416
"3280","evan1238","Evant","Africa",6.34906,9.46432,"evan1238","bzz","CM;NG","atla1278","",FALSE,FALSE,182.564449284952,TRUE,0
"3281","togb1241","Togbo-Vara Banda","Africa",6.35815,22.7362,"togb1241","tor","CF;CD;SD","atla1278","",FALSE,FALSE,1245.66233022109,TRUE,843.342686696849
"3282","temp1235","Tempasuk Dusun","Papunesia",6.36389,116.545,"temp1235","tdu","MY","aust1307","",FALSE,FALSE,13.9402122957983,TRUE,0
"3283","ikaa1238","Ika","Africa",6.36423,6.31058,"ikaa1238","ikk","NG","atla1278","",FALSE,FALSE,107.640069832332,TRUE,245.868732185108
"3284","wewe1238","Wè Western","Africa",6.36463,-8.40234,"wewe1238","wec","CI;LR","atla1278","",FALSE,FALSE,146.847515435233,TRUE,113.629440145552
"3285","twen1242","Cambap-Langa","Africa",6.36656,11.7002,"twen1242","twn","CM","atla1278","",FALSE,FALSE,300.336334479853,TRUE,0
"3286","noon1243","Noone","Africa",6.37256,10.5707,"noon1243","nhu","CM","atla1278","",FALSE,FALSE,246.000030002139,TRUE,0
"3287","kota1278","Kota Marudu Tinagas","Papunesia",6.377,116.946,"kota1278","ktr","MY","aust1307","",FALSE,FALSE,25.3293412286839,TRUE,0
"3288","east2390","Eastern Xwla Gbe","Africa",6.37803,2.54987,"east2390","gbx","BJ","atla1278","",FALSE,FALSE,2.55015020575659,TRUE,653.000105212175
"3289","patt1249","Kelantan-Pattani Malay","Eurasia",6.38148,101.41,"patt1249","mfa","MY;TH","aust1307","",FALSE,FALSE,35.1139948577965,TRUE,0
"3290","aghe1239","Aghem","Africa",6.38956,10.0807,"aghe1239","agq","CM","atla1278","",FALSE,FALSE,218.343632775198,TRUE,0
"3291","cota1241","Cotabato Manobo","Papunesia",6.39417,124.234,"cota1241","mta","PH","aust1307","",FALSE,FALSE,11.5061924093932,TRUE,72.8953804147401
"3292","kach1284","Kachama-Ganjule-Haro","Africa",6.3971,37.9291,"kach1284","kcx","ET","gong1255","",FALSE,FALSE,688.42895757026,TRUE,4.72172177867342
"3293","lamn1239","Lamnso'","Africa",6.39743,11.0684,"lamn1239","lns","CM;NG","atla1278","",FALSE,FALSE,271.295665918517,TRUE,0
"3294","beli1257","Beli (Sudan)","Africa",6.40428,29.7954,"beli1257","blm","SD","cent2225","",FALSE,FALSE,1297.37836541659,TRUE,295.049688709457
"3295","bini1246","Bini","Africa",6.40701,5.70426,"bini1246","bin","NG","atla1278","",FALSE,FALSE,65.851102476534,TRUE,311.097141190366
"3296","defi1235","Defi Gbe","Africa",6.40718,2.68609,"defi1235","gbh","BJ","atla1278","",FALSE,FALSE,4.30466825081327,TRUE,638.476911843408
"3297","bung1259","Bung","Africa",6.40736,11.6389,"bung1259","bqd","CM","atla1278","",FALSE,FALSE,300.365449192178,TRUE,0
"3298","gagu1242","Gban","Africa",6.40859,-5.51851,"gagu1242","ggu","CI","mand1469","",FALSE,FALSE,127.345765863624,TRUE,232.366800634841
"3299","uban1243","Ubang","Africa",6.40906,9.2616,"uban1243","uba","NG","atla1278","",FALSE,FALSE,180.783423679174,TRUE,0
"3300","njan1240","Njanga","Africa",6.41,11.51,"njan1240","","NG","atla1278","",FALSE,FALSE,293.618015290272,TRUE,0
"3301","xwel1235","Xwela Gbe","Africa",6.41342,2.02985,"xwel1235","xwe","BJ","atla1278","",FALSE,FALSE,12.9550991850798,TRUE,710.574788511844
"3302","libe1240","Kru Pidgin English","Africa",6.423,-10.5284,"libe1240","lir","LR","pidg1258","",FALSE,FALSE,21.8796653981309,TRUE,281.389363753248
"3303","icev1238","Iceve-Maci","Africa",6.42426,9.50264,"icev1238","bec","CM;NG","atla1278","",FALSE,FALSE,191.356003199833,TRUE,0
"3304","mmen1238","Mmen","Africa",6.43213,10.2541,"mmen1238","bfm","CM","atla1278","",FALSE,FALSE,232.484303337911,TRUE,0
"3305","kukk1239","Kuk","Africa",6.43762,10.1841,"kukk1239","kfn","CM","atla1278","",FALSE,FALSE,228.551514994124,TRUE,0
"3306","came1252","Donga Mambila","Africa",6.43829,11.41953,"came1252","mcu","CM;NG","atla1278","",FALSE,FALSE,291.470011916736,TRUE,0
"3307","bais1246","Baiso","Africa",6.44892,37.7681,"bais1246","bsw","ET","afro1255","",FALSE,FALSE,693.511408738701,TRUE,0
"3308","buma1244","Bumaji","Africa",6.4491,9.36028,"buma1244","byp","NG","atla1278","",FALSE,FALSE,188.172901154937,TRUE,0
"3309","taga1268","Tagakaulu Kalagan","Papunesia",6.45338,125.426,"taga1268","klg","PH","aust1307","",FALSE,FALSE,11.5222178088268,TRUE,17.6514141116442
"3310","waci1239","Waci Gbe","Africa",6.45571,1.69303,"waci1239","wci","BJ;TG","atla1278","",FALSE,FALSE,23.2834581257435,TRUE,748.126774248109
"3311","ekaj1238","Ekajuk","Africa",6.45731,8.55058,"ekaj1238","eka","NG","atla1278","",FALSE,FALSE,160.462203685424,TRUE,41.0012396594076
"3312","bask1236","Basketo","Africa",6.45774,36.5763,"bask1236","bst","ET","gong1255","",FALSE,FALSE,768.253174595686,TRUE,0
"3313","ewee1241","Ewe","Africa",6.46061,0.814975,"ewee1241","ewe","GH;TG","atla1278","",FALSE,FALSE,51.1229575499379,TRUE,844.700700661997
"3314","wehh1238","Weh","Africa",6.46164,10.121,"wehh1238","weh","CM","atla1278","",FALSE,FALSE,226.684189179657,TRUE,0
"3315","oban1244","Obanliku","Africa",6.4794,9.27156,"oban1244","bzy","NG","atla1278","",FALSE,FALSE,188.15776167532,TRUE,0
