"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide"
"5049","gumu1244","Northern Gumuz","Africa",11.05,35.93,"gumu1244","guk","ET;SD","gumu1250","",FALSE,FALSE
"5050","dghw1239","Dghwede","Africa",11.05751,13.77847,"dghw1239","dgh","CM;NG","afro1255","",FALSE,FALSE
"5051","kada1242","Kadar","Eurasia",11.0602,76.7285,"kada1242","kej","IN","drav1251","",FALSE,FALSE
"5052","mudu1239","Muduga","Eurasia",11.062,76.5627,"mudu1239","udg","IN","drav1251","",FALSE,FALSE
"5053","alla1247","Allar","Eurasia",11.0803,76.6593,"alla1247","all","IN","drav1251","",FALSE,FALSE
"5054","dama1268","Damakawa","Africa",11.0808,5.4914,"dama1268","dam","NG","atla1278","",FALSE,FALSE
"5055","kudu1241","Kudu-Camo","Africa",11.0819,9.07725,"kudu1241","kov","NG","atla1278","",FALSE,FALSE
"5056","kase1253","Kasem","Africa",11.0824,-1.39076,"kase1253","xsm","BF;GH","atla1278","",FALSE,FALSE
"5057","siss1242","Sissala of Burkina Faso","Africa",11.0916,-2.38217,"siss1242","sld","BF;GH","atla1278","",FALSE,FALSE
"5058","fare1241","Farefare","Africa",11.0918,-0.81109,"fare1241","gur","BF;GH","atla1278","",FALSE,FALSE
"5059","tira1254","Tira","Africa",11.0963,30.8092,"tira1254","tic","SD","heib1242","",FALSE,FALSE
"5060","gudu1252","Guduf-Gava","Africa",11.1057,13.7893,"gudu1252","gdf","CM;NG","afro1255","",FALSE,FALSE
"5061","bidy1244","Kanyaki-Kagbaaga-Kajoko Bidyogo","Africa",11.1097,-16.1497,"bidy1244","bjg","GW","atla1278","",FALSE,FALSE
"5062","otor1240","Otoro","Africa",11.1187,30.573,"otor1240","otr","SD","heib1242","",FALSE,FALSE
"5063","toro1251","Torona","Africa",11.1254,30.341,"toro1251","tqr","SD","narr1279","",FALSE,FALSE
"5064","seek1238","Seeku","Africa",11.1285,-4.58203,"seek1238","sos","BF","mand1469","",FALSE,FALSE
"5065","bayg1239","Baygo","Africa",11.13,25.22,"bayg1239","byg","SD","daju1249","",FALSE,FALSE
"5066","cine1238","Cineni","Africa",11.1319,13.8187,"cine1238","cie","NG","afro1255","",FALSE,FALSE
"5067","maas1239","Maasina Fulfulde","Africa",11.1324,-3.64763,"maas1239","ffm","BF;CI;GH;ML;MR;NE","atla1278","",FALSE,FALSE
"5068","nort2787","Northern Toussian","Africa",11.133,-4.88274,"nort2787","tsp","BF","atla1278","",FALSE,FALSE
"5069","glav1244","Glavda","Africa",11.1334,13.8652,"glav1244","glw","CM;NG","afro1255","",FALSE,FALSE
"5070","saka1296","Jalking","Africa",11.142643,18.139694,"saka1296","","","afro1255","",FALSE,FALSE
"5071","maje1243","Majera","Africa",11.1433,15.044,"maje1243","xmj","CM;TD","afro1255","",FALSE,FALSE
"5072","haus1257","Hausa","Africa",11.1513,8.7804,"haus1257","hau","BJ;BF;CM;TD;NE;NG","afro1255","",FALSE,FALSE
"5073","atii1237","Ati","Papunesia",11.1539,122.512,"atii1237","atk","PH","aust1307","",FALSE,FALSE
"5074","atta1243","Attapady Kurumba","Eurasia",11.1575,76.5365,"atta1243","pkr","IN","drav1251","",FALSE,FALSE
"5075","buam1238","Buamu","Africa",11.1687,-3.50303,"buam1238","box","BF;ML","atla1278","",FALSE,FALSE
"5076","diri1259","Diri","Africa",11.1701,9.32363,"diri1259","dwa","NG","afro1255","",FALSE,FALSE
"5077","warj1253","Warji","Africa",11.1718,9.56925,"warj1253","wji","NG","afro1255","",FALSE,FALSE
"5078","logo1261","Logorik","Africa",11.1739,29.8053,"logo1261","liu","SD","daju1249","",FALSE,FALSE
"5079","sici1249","Sìcìté Sénoufo","Africa",11.1789,-5.28932,"sici1249","sep","BF;CI;ML","atla1278","",FALSE,FALSE
"5080","tora1267","Toram","Africa",11.2027,19.5254,"tora1267","trj","TD","afro1255","",FALSE,FALSE
"5081","keig1242","Keiga","Africa",11.2064,29.3889,"keig1242","kec","SD","kadu1256","",FALSE,FALSE
"5082","akaa1242","Aka","Africa",11.2101,33.6524,"akaa1242","soh","SD","east2386","",FALSE,FALSE
"5083","bant1293","Bantayanon","Papunesia",11.2144,123.755,"bant1293","bfx","PH","aust1307","",FALSE,FALSE
"5084","toba1282","Tobagonian Creole English","North America",11.2388,-60.6791,"toba1282","tgh","TT","indo1319","",FALSE,FALSE
"5085","sulo1237","Sulod","Papunesia",11.2473,122.551,"sulo1237","srg","PH","aust1307","",FALSE,FALSE
"5086","thac1235","Thachanadan","Eurasia",11.2651,76.3642,"thac1235","thn","IN","drav1251","",FALSE,FALSE
"5087","shwa1239","Shwai","Africa",11.2708,30.3533,"shwa1239","shw","SD","heib1242","",FALSE,FALSE
"5088","shan1282","Shanga","Africa",11.2752,4.41464,"shan1282","sho","NG","mand1469","",FALSE,FALSE
"5089","east2563","Eastern Cham","Eurasia",11.2853,108.49,"east2563","cjm","VN","aust1307","",FALSE,FALSE
"5090","mull1244","Mullu Kurumba","Eurasia",11.29,76.7,"mull1244","kpb","IN","drav1251","",FALSE,FALSE
"5091","heib1243","Ebang","Africa",11.2908,30.5282,"heib1243","hbn","SD","heib1242","",FALSE,FALSE
"5092","sout3010","Southern Roglai","Eurasia",11.3003,108.318,"sout3010","rgs","VN","aust1307","",FALSE,FALSE
"5093","saba1276","Saba","Africa",11.3072,18.4906,"saba1276","saa","TD","afro1255","",FALSE,FALSE
"5094","bada1257","Badaga","Eurasia",11.3094,76.5974,"bada1257","bfq","IN","drav1251","",FALSE,FALSE
"5095","wand1278","Wandala","Africa",11.3169,13.8996,"wand1278","mfi","CM;NG","afro1255","",FALSE,FALSE
"5096","fong1243","Fongoro","Africa",11.3179,22.5611,"fong1243","fgr","CF;TD;SD","cent2225","",FALSE,FALSE
"5097","kibe1241","Kibet","Africa",11.32054,20.87674,"kibe1241","kie","TD","maba1274","",FALSE,FALSE
"5098","aluk1238","Alu Kurumba","Eurasia",11.3456,76.7995,"aluk1238","xua","IN","drav1251","",FALSE,FALSE
"5099","aran1261","Aranadan","Eurasia",11.35252,75.79538,"aran1261","aaf","IN","drav1251","",FALSE,FALSE
"5100","jina1244","Jina","Africa",11.3555,14.9611,"jina1244","jia","CM;TD","afro1255","",FALSE,FALSE
"5101","dzuu1241","Dzùùngoo","Africa",11.3796,-4.92036,"dzuu1241","dnn","BF","mand1469","",FALSE,FALSE
"5102","tese1238","Tese","Africa",11.3885,29.5803,"tese1238","keg","SD","teme1251","",FALSE,FALSE
"5103","laro1243","Laru (North Sudan)","Africa",11.3915,30.3824,"laro1243","lro","SD","heib1242","",FALSE,FALSE
"5104","wayu1243","Wayuu","South America",11.395566,-72.199791,"wayu1243","guc","CO;VE","araw1281","",FALSE,FALSE
"5105","capi1239","Capiznon","Papunesia",11.4122,122.954,"capi1239","cps","PH","aust1307","",FALSE,FALSE
"5106","cwib1235","Cwi Bwamu","Africa",11.4182,-2.95115,"cwib1235","bwy","BF","atla1278","",FALSE,FALSE
"5107","toda1252","Toda","Eurasia",11.4184,77.0168,"toda1252","tcx","IN","drav1251","",FALSE,FALSE
"5108","tuli1249","Tulishi","Africa",11.4507,29.108,"tuli1249","tey","SD","kadu1256","",FALSE,FALSE
"5109","soko1263","Sokoro","Africa",11.4634,17.6423,"soko1263","sok","TD","afro1255","",FALSE,FALSE
"5110","clel1238","C'lela","Africa",11.4653,5.26544,"clel1238","dri","NG","atla1278","",FALSE,FALSE
"5111","biaf1240","Biafada","Africa",11.467,-15.1347,"biaf1240","bif","GW","atla1278","",FALSE,FALSE
"5112","gaam1241","Gaam","Africa",11.4674,33.9797,"gaam1241","tbi","SD","east2386","",FALSE,FALSE
"5113","nucl1695","Bole","Africa",11.4839,11.2322,"nucl1695","bol","NG","afro1255","",FALSE,FALSE
"5114","wara1300","Waray (Philippines)","Papunesia",11.4911,125.012,"wara1300","war","PH","aust1307","",FALSE,FALSE
"5115","tamk1242","Tamki","Africa",11.4926,18.2295,"tamk1242","tax","TD","afro1255","",FALSE,FALSE
"5116","kota1263","Kota (India)","Eurasia",11.4978,76.9387,"kota1263","kfe","IN","drav1251","",FALSE,FALSE
"5117","rama1270","Rama","North America",11.5007,-83.8571,"rama1270","rma","NI","chib1249","",FALSE,FALSE
"5118","maak1236","Maaka","Africa",11.5007,11.9035,"maak1236","mew","NG","afro1255","",FALSE,FALSE
"5119","jonk1238","Jonkor Bourmataguil","Africa",11.5034,19.0954,"jonk1238","jeu","TD","afro1255","",FALSE,FALSE
"5120","jenn1240","Jennu Kurumba","Eurasia",11.5041,76.5767,"jenn1240","xuj","IN","drav1251","",FALSE,FALSE
"5121","sout2795","Southern Nuni","Africa",11.5186,-2.14385,"sout2795","nnw","BF;GH","atla1278","",FALSE,FALSE
"5122","mogu1251","Mogum","Africa",11.5199,18.6082,"mogu1251","mou","TD","afro1255","",FALSE,FALSE
"5123","maaa1253","Maa","Eurasia",11.5205,107.339,"maaa1253","cma","VN","aust1305","",FALSE,FALSE
"5124","bagi1246","Bagirmi","Africa",11.52392,14.769495,"bagi1246","bmi","TD;NG","cent2225","",FALSE,FALSE
"5125","kamo1256","Kamona Bijogo","Africa",11.525,-16.29,"kamo1256","","GW","atla1278","",FALSE,FALSE
"5126","julu1237","Julud","Africa",11.528258,29.552753,"julu1237","","SD","katl1246","",FALSE,FALSE
"5127","daat1234","Daats'iin","Africa",11.5284,35.2226,"daat1234","dtn","ET","gumu1250","",FALSE,FALSE
"5128","kagf1238","Ut-Main","Africa",11.5319,4.8387,"kagf1238","gel","NG","atla1278","",FALSE,FALSE
"5129","jaha1245","Jahanka","Africa",11.5399,-12.7262,"jaha1245","jad","GN;ML","mand1469","",FALSE,FALSE
"5130","sout2840","Southern Bobo Madaré","Africa",11.5409,-4.26497,"sout2840","bwq","BF","mand1469","",FALSE,FALSE
"5131","sent1241","Sentinel","Eurasia",11.553,92.2534,"sent1241","std","IN","unat1236","",FALSE,FALSE
"5132","akla1241","Aklanon","Papunesia",11.5543,122.354,"akla1241","akl","PH","aust1307","",FALSE,FALSE
"5133","lagw1237","Lagwan","Africa",11.5592,14.9884,"lagw1237","kot","CM;TD;NG","afro1255","",FALSE,FALSE
"5134","musk1256","Muskum","Africa",11.5697,15.4113,"musk1256","mje","TD","afro1255","",FALSE,FALSE
"5135","gafa1240","Gafat","Africa",11.5764,39.5605,"gafa1240","gft","ET","afro1255","",FALSE,FALSE
"5136","kyen1242","Kyenga","Africa",11.5953,3.58651,"kyen1242","tye","BJ;NG","mand1469","",FALSE,FALSE
"5137","kala1255","Kalanadi","Eurasia",11.6025,76.1225,"kala1255","wkl","IN","drav1251","",FALSE,FALSE
"5138","jara1245","Jarawa (India)","Eurasia",11.6089,92.658,"jara1245","anq","IN","jara1244","",FALSE,FALSE
"5139","supy1237","Supyire Senoufo","Africa",11.632,-5.87709,"supy1237","spp","BF;CI;ML","atla1278","",FALSE,FALSE
"5140","path1235","Pathiya","Eurasia",11.6368,76.3397,"path1235","pty","IN","drav1251","",FALSE,FALSE
"5141","bett1235","Betta Kurumba","Eurasia",11.6385,76.6064,"bett1235","xub","IN","drav1251","",FALSE,FALSE
"5142","ghul1238","Uncunwee","Africa",11.6432,29.8122,"ghul1238","ghl","SD","nubi1251","",FALSE,FALSE
"5143","koho1244","Koho","Eurasia",11.6444,108.057,"koho1244","kpm","VN","aust1305","",FALSE,FALSE
"5144","cacg1235","Cacgia Roglai","Eurasia",11.6489,109.138,"cacg1235","roc","VN","aust1307","",FALSE,FALSE
"5145","laal1241","Láá Láá Bwamu","Africa",11.6524,-3.17735,"laal1241","bwj","BF","atla1278","",FALSE,FALSE
"5146","chru1239","Chru","Eurasia",11.6625,108.529,"chru1239","cje","VN","aust1307","",FALSE,FALSE
"5147","dend1243","Dendi (Benin)","Africa",11.6682,3.49109,"dend1243","ddn","BJ;NE;NG","song1307","",FALSE,FALSE
"5148","mixe1288","Mixed Great Andamanese","Eurasia",11.67,92.74,"mixe1288","gac","IN","grea1241","akaj1239",FALSE,FALSE
"5149","waya1264","Wayanad Chetti","Eurasia",11.6702,76.3704,"waya1264","ctt","IN","drav1251","",FALSE,FALSE
"5150","gour1243","Gourmanchéma","Africa",11.6711,1.28489,"gour1243","gux","BJ;BF;NE;TG","atla1278","",FALSE,FALSE
"5151","anda1280","Andaman Creole Hindi","Papunesia",11.676,92.738,"anda1280","hca","IN","indo1319","",FALSE,FALSE
"5152","keng1240","Kenga","Africa",11.6816,18.1464,"keng1240","kyq","TD","cent2225","",FALSE,FALSE
"5153","daga1272","Dagaari Dioula","Africa",11.6839,-2.48569,"daga1272","dgd","BF","atla1278","",FALSE,FALSE
"5154","bude1236","Budeh Stieng","Eurasia",11.6917,106.691,"bude1236","stt","KH;VN","aust1305","",FALSE,FALSE
"5155","koal1240","Koalib-Rere","Africa",11.69648,30.47166,"koal1240","kib","SD","heib1242","",FALSE,FALSE
"5156","mabi1242","Mabire","Africa",11.698,18.6282,"mabi1242","muj","TD","afro1255","",FALSE,FALSE
"5157","amha1245","Amharic","Africa",11.708182,39.543456,"amha1245","amh","DJ;ET","afro1255","",FALSE,FALSE
"5158","tima1241","Tima","Africa",11.7176,29.1632,"tima1241","tms","SD","katl1246","",FALSE,FALSE
"5159","pani1256","Paniya","Eurasia",11.7318,76.0779,"pani1256","pcg","IN","drav1251","",FALSE,FALSE
"5160","mawa1270","Mawa (Chad)","Africa",11.7461,18.2999,"mawa1270","mcw","TD","afro1255","",FALSE,FALSE
"5161","kuja1239","Kujarge","Africa",11.7473,22.1956,"kuja1239","vkj","TD","","",TRUE,TRUE
"5162","bank1258","Bankagooma","Africa",11.7497,-5.50744,"bank1258","bxw","ML","mand1469","",FALSE,FALSE
"5163","kund1253","Kunduvadi","Eurasia",11.7535,76.2015,"kund1253","wku","IN","drav1251","",FALSE,FALSE
"5164","nane1238","Nanerigé Sénoufo","Africa",11.7548,-4.92148,"nane1238","sen","BF;ML","atla1278","",FALSE,FALSE
"5165","malg1251","Malgwa","Africa",11.77,13.61,"malg1251","","NG","afro1255","",FALSE,FALSE
"5166","jilb1238","Jilbe","Africa",11.7992,14.5794,"jilb1238","jie","CM;NG","afro1255","",FALSE,FALSE
"5167","cent2050","Central Kanuri","Africa",11.8,13.13,"cent2050","knc","CM;TD;NE;NG;SD","saha1256","",FALSE,FALSE
"5168","ubii1238","Ubi","Africa",11.8006,18.558,"ubii1238","ubi","TD","afro1255","",FALSE,FALSE
"5169","katl1237","Katla","Africa",11.80325,29.28254,"katl1237","kcr","SD","katl1246","",FALSE,FALSE
"5170","gwam1244","Gwamhi-Wuri","Africa",11.8081,5.07897,"gwam1244","bga","NG","atla1278","",FALSE,FALSE
"5171","bala1301","Balanta-Kentohe","Africa",11.8203,-15.3221,"bala1301","ble","GW","atla1278","",FALSE,FALSE
"5172","kuri1256","Kurichiya","Eurasia",11.8226,75.5203,"kuri1256","kfh","IN","drav1251","",FALSE,FALSE
"5173","winy1241","Winyé","Africa",11.8239,-2.97518,"winy1241","kst","BF","atla1278","",FALSE,FALSE
"5174","bolo1266","Bolon","Africa",11.8242,-4.75524,"bolo1266","bof","BF","mand1469","",FALSE,FALSE
"5175","nucl1339","Temein","Africa",11.8275,29.3898,"nucl1339","teq","SD","teme1251","",FALSE,FALSE
"5176","gule1241","Gule","Africa",11.8336,33.6929,"gule1241","gly","SD","","",TRUE,TRUE
"5177","tarj1235","Tarjumo","Africa",11.852298,13.157959,"tarj1235","txj","NG","saha1256","",FALSE,FALSE
"5178","mala1491","Malaynon","Papunesia",11.8564,121.919,"mala1491","mlz","PH","aust1307","",FALSE,FALSE
"5179","wali1262","Wali (Sudan)","Africa",11.8634,29.1228,"wali1262","wll","SD","nubi1251","",FALSE,FALSE
"5180","muku1242","Mukulu","Africa",11.8644,18.1822,"muku1242","moz","TD","afro1255","",FALSE,FALSE
"5181","pape1239","Papel","Africa",11.8977,-15.8388,"pape1239","pbo","GW;SN","atla1278","",FALSE,FALSE
"5182","bidi1241","Bidiyo","Africa",11.9204,18.8065,"bidi1241","bid","TD","afro1255","",FALSE,FALSE
"5183","suoy1242","Suoy","Eurasia",11.936,104.136,"suoy1242","syo","KH","aust1305","",FALSE,FALSE
"5184","weyt1237","Weyto","Africa",11.94153,35.63369,"weyt1237","woy","ET","unat1236","",FALSE,FALSE
"5185","shol1240","Sholaga","Eurasia",11.9458,77.2211,"shol1240","sle","IN","drav1251","",FALSE,FALSE
"5186","elhu1238","El Hugeirat","Africa",11.948,28.5901,"elhu1238","elh","SD","nubi1251","",FALSE,FALSE
"5187","moss1236","Mossi","Africa",11.95,-1.32,"moss1236","mos","BF;CI;GH;ML;TG","atla1278","",FALSE,FALSE
"5188","tega1236","Tegali","Africa",11.9523,31.1112,"tega1236","ras","SD","rash1249","",FALSE,FALSE
"5189","mser1242","Mser","Africa",11.9765,15.0373,"mser1242","kqx","CM;TD","afro1255","",FALSE,FALSE
"5190","bulo1242","Bulo Stieng","Eurasia",11.9777,106.798,"bulo1242","sti","KH;VN","aust1305","",FALSE,FALSE
"5191","dars1235","Dar Sila Daju","Africa",11.9861,22.2013,"dars1235","dau","TD;SD","daju1249","",FALSE,FALSE
"5192","bari1241","Barikanchi","Africa",11.989,8.4331,"bari1241","bxo","NG","pidg1258","",FALSE,FALSE
"5193","ngam1282","Ngamo","Africa",12.0048,11.2108,"ngam1282","nbh","NG","afro1255","",FALSE,FALSE
"5194","gren1247","Grenadian Creole English","North America",12.0067,-61.6989,"gren1247","gcl","GD","indo1319","",FALSE,FALSE
"5195","birg1239","Birgit","Africa",12.0228,19.8182,"birg1239","btf","TD","afro1255","",FALSE,FALSE
"5196","tago1246","Tagoi","Africa",12.0346,30.9306,"tago1246","tag","SD","rash1249","",FALSE,FALSE
"5197","dill1242","Dilling","Africa",12.0347,29.6056,"dill1242","dil","SD","nubi1251","",FALSE,FALSE
"5198","furr1244","Fur","Africa",12.0455,23.6401,"furr1244","fvr","CF;TD;SD","fura1235","",FALSE,FALSE
"5199","calu1238","Caluyanun","Papunesia",12.0489,121.384,"calu1238","clu","PH","aust1307","",FALSE,FALSE
"5200","cent1989","Central Khmer","Eurasia",12.0515,105.015,"cent1989","khm","KH;LA;TH;VN","aust1305","",FALSE,FALSE
"5201","kark1256","Karko","Africa",12.0542,29.2074,"kark1256","kko","SD","nubi1251","",FALSE,FALSE
"5202","afad1236","Afade","Africa",12.0551,14.6343,"afad1236","aal","CM;NG","afro1255","",FALSE,FALSE
"5203","sout2692","Southern Mnong","Eurasia",12.06354,107.65424,"sout2692","mnn","VN","aust1305","",FALSE,FALSE
"5204","cala1258","Calamian Tagbanwa","Papunesia",12.0716,120.094,"cala1258","tbk","PH","aust1307","",FALSE,FALSE
"5205","akak1251","Akakora","Eurasia",12.0944,92.7466,"akak1251","ack","IN","grea1241","",FALSE,FALSE
"5206","amas1236","Ama (Sudan)","Africa",12.0993,29.4332,"amas1236","nyi","SD","nyim1244","",FALSE,FALSE
"5207","ngiz1242","Ngizim","Africa",12.1051,11.0178,"ngiz1242","ngi","NG","afro1255","",FALSE,FALSE
"5208","dard1243","Dar Daju Daju","Africa",12.1187,18.7996,"dard1243","djc","TD","daju1249","",FALSE,FALSE
"5209","bape1239","Bapen","Africa",12.13,-12.79,"bape1239","","SN","atla1278","",FALSE,FALSE
"5210","nort2784","Northern Nuni","Africa",12.131,-2.98206,"nort2784","nuv","BF","atla1278","",FALSE,FALSE
"5211","moro1281","Morom","Africa",12.14611,17.64653,"moro1281","bdo","TD","cent2225","",FALSE,FALSE
"5212","dang1274","Dangaleat","Africa",12.1517,18.385,"dang1274","daa","TD","afro1255","",FALSE,FALSE
"5213","kada1282","Kadaru","Africa",12.1554,30.2709,"kada1282","kdu","SD","nubi1251","",FALSE,FALSE
"5214","pula1262","Pular","Africa",12.1826,-12.7338,"pula1262","fuf","GN;GW;ML;SN;SL","atla1278","",FALSE,FALSE
"5215","bath1248","Batha","Africa",12.188285,12.360552,"bath1248","","","afro1255","chad1249",FALSE,FALSE
"5216","siny1243","Sinyar","Africa",12.1895,22.5278,"siny1243","sys","TD;SD","cent2225","",FALSE,FALSE
"5217","masl1241","Maslam","Africa",12.1918,14.8873,"masl1241","msv","CM;TD","afro1255","",FALSE,FALSE
"5218","nort2994","Northern Roglai","Eurasia",12.1967,108.849,"nort2994","rog","VN","aust1307","",FALSE,FALSE
"5219","masb1238","Masbatenyo","Papunesia",12.21453,123.63579,"masb1238","msb","PH","aust1307","",FALSE,FALSE
"5220","vaag1238","Vaagri Booli","Eurasia",12.215,79.5335,"vaag1238","vaa","IN","indo1319","",FALSE,FALSE
"5221","zire1244","Zirenkel","Africa",12.2275,18.5374,"zire1244","zrn","TD","afro1255","",FALSE,FALSE
"5222","afar1241","Afar","Africa",12.2281,41.8083,"afar1241","aar","DJ;ER;ET","afro1255","",FALSE,FALSE
"5223","miga1249","Migaama","Africa",12.2367,18.9614,"miga1249","mmy","TD","afro1255","",FALSE,FALSE
"5224","apuc1241","Apucikwar","Eurasia",12.241,92.7965,"apuc1241","apq","IN","grea1241","",FALSE,FALSE
"5225","somr1240","Somray of Battambang-Somre of Siem Reap","Eurasia",12.243,103.139,"somr1240","smu","KH","aust1305","",FALSE,FALSE
"5226","koda1255","Kodava","Eurasia",12.2443,75.9161,"koda1255","kfa","IN","drav1251","",FALSE,FALSE
"5227","kaja1254","Kajakse","Africa",12.2492,20.879,"kaja1254","ckq","TD","afro1255","",FALSE,FALSE
"5228","shuw1238","Shuwa-Zamani","Africa",12.25,14,"shuw1238","ksa","NG","unat1236","",FALSE,FALSE
"5229","darf1239","Dar Fur Daju","Africa",12.2598,25.3127,"darf1239","daj","SD","daju1249","",FALSE,FALSE
"5230","mank1251","Mankanya","Africa",12.2615066667,-15.74389,"mank1251","knf","GW;SN","atla1278","",FALSE,FALSE
"5231","fili1244","Filipino","Papunesia",12.265,123.464,"fili1244","fil","PH","aust1307","",FALSE,FALSE
"5232","baga1276","Baga Mboteni","Africa",12.27246,-12.07358,"baga1276","bgm","GN","atla1278","baga1275",FALSE,FALSE
"5233","rata1245","Ratagnon","Papunesia",12.2785,121.187,"rata1245","btn","PH","aust1307","",FALSE,FALSE
"5234","inon1237","Inonhan","Papunesia",12.284,122.03,"inon1237","loc","PH","aust1307","",FALSE,FALSE
"5235","aram1260","Arame-Gubaare","Africa",12.299274,-16.373202,"aram1260","","GW","atla1278","",FALSE,FALSE
"5236","bain1259","Bainounk-Gujaher","Africa",12.3128,-16.0586,"bain1259","bab","GW","atla1278","",FALSE,FALSE
"5237","ravu1237","Ravula","Eurasia",12.3231,75.6265,"ravu1237","yea","IN","drav1251","",FALSE,FALSE
"5238","kudi1237","Kudiya","Eurasia",12.3301,75.4896,"kudi1237","kfg","IN","drav1251","",FALSE,FALSE
"5239","ejam1238","Ejamat","Africa",12.3355,-16.515,"ejam1238","eja","GW;SN","atla1278","",FALSE,FALSE
"5240","ngal1301","Ngala of Lake Chad","Africa",12.35762,14.188038,"ngal1301","","CM","afro1255","",FALSE,FALSE
"5241","akab1248","Akabo","Eurasia",12.3629,92.8011,"akab1248","akm","IN","grea1241","",FALSE,FALSE
"5242","kera1248","Keerak","Africa",12.3652,-16.6857,"kera1248","hhr","GW;SN","atla1278","",FALSE,FALSE
"5243","jaya1242","Jaya","Africa",12.3707,17.9415,"jaya1242","jyy","TD","cent2225","",FALSE,FALSE
"5244","akab1249","Akabea","Eurasia",12.3782,92.7818,"akab1249","abj","IN","grea1241","",FALSE,FALSE
"5245","bomu1247","Bomu","Africa",12.3816,-4.538,"bomu1247","bmq","BF;ML","atla1278","",FALSE,FALSE
"5246","east2333","Eastern Mnong","Eurasia",12.3939,108.354,"east2333","mng","VN","aust1305","",FALSE,FALSE
"5247","romb1245","Romblomanon","Papunesia",12.4047,122.56,"romb1245","rol","PH","aust1307","",FALSE,FALSE
"5248","hanu1241","Hanunoo","Papunesia",12.4159,121.221,"hanu1241","hnn","PH","aust1307","",FALSE,FALSE
"5249","kasa1248","Kasanga","Africa",12.4173,-15.9413,"kasa1248","ccj","GW;SN","atla1278","",FALSE,FALSE
"5250","nort2819","Northern Bobo Madaré","Africa",12.4182,-4.47538,"nort2819","bbo","BF;ML","mand1469","",FALSE,FALSE
"5251","inab1237","Inabaknon","Papunesia",12.4264,124.166,"inab1237","abx","PH","aust1307","",FALSE,FALSE
"5252","lyel1241","Lyélé","Africa",12.4305,-2.59229,"lyel1241","lee","BF","atla1278","",FALSE,FALSE
"5253","nica1252","Nicaragua Creole English","North America",12.4402,-83.7386,"nica1252","bzk","NI","indo1319","",FALSE,FALSE
"5254","afit1238","Afitti","Africa",12.446,30.7611,"afit1238","aft","SD","nyim1244","",FALSE,FALSE
"5255","xamt1239","Xamtanga","Africa",12.4479,38.8352,"xamt1239","xan","ET","afro1255","",FALSE,FALSE
"5256","bass1258","Bassari-Tanda","Africa",12.4529,-13.3495,"bass1258","bsc","GN;GW;SN","atla1278","",FALSE,FALSE
"5257","subt1250","Subtiaba","North America",12.4667,-86.9166,"subt1250","sut","NI","otom1299","",FALSE,FALSE
"5258","dair1239","Dair","Africa",12.474,30.6782,"dair1239","drb","SD","nubi1251","",FALSE,FALSE
"5259","west2650","Western Cham","Eurasia",12.4771,104.026,"west2650","cja","KH;TH;VN","aust1307","",FALSE,FALSE
"5260","kuwa1246","Kuwaataay","Africa",12.48255,-16.74835,"kuwa1246","cwt","SN","atla1278","",FALSE,FALSE
"5261","biha1246","Bih","Eurasia",12.483333,108.016667,"biha1246","ibh","VN","aust1307","",FALSE,FALSE
"5262","papi1253","Papiamento","South America",12.48485,-69.93988,"papi1253","pap","AW","indo1319","",FALSE,FALSE
"5263","mama1271","Mamara Senoufo","Africa",12.4871,-5.28245,"mama1271","myk","BF;ML","atla1278","",FALSE,FALSE
"5264","soqo1240","Soqotri","Eurasia",12.4892,53.9168,"soqo1240","sqt","YE","afro1255","",FALSE,FALSE
"5265","birk1242","Birked","Africa",12.5,24.83,"birk1242","brk","SD","nubi1251","",FALSE,FALSE
"5266","jola1262","Jola-Esulalu","Africa",12.5089,-16.5539,"jola1262","csk","GM;GW;SN","atla1278","",FALSE,FALSE
"5267","kare1348","Karekare","Africa",12.5176,10.8732,"kare1348","kai","NG","afro1255","",FALSE,FALSE
"5268","bant1288","Bantoanon","Papunesia",12.5194,122.034,"bant1288","bno","PH","aust1307","",FALSE,FALSE
"5269","chon1284","Chong of Chanthaburi","Eurasia",12.5218,102.514,"chon1284","cog","KH;TH","aust1305","",FALSE,FALSE
"5270","band1340","Bandial","Africa",12.5258,-16.4245,"band1340","bqj","SN","atla1278","",FALSE,FALSE
"5271","malg1250","Malgbe","Africa",12.5342,14.8475,"malg1250","mxf","CM;TD","afro1255","",FALSE,FALSE
"5272","bala1302","Balanta-Ganja","Africa",12.5382,-15.6658,"bala1302","bjt","GW;SN","atla1278","",FALSE,FALSE
"5273","wame1240","Wamey","Africa",12.5421,-13.177,"wame1240","cou","GN;SN","atla1278","",FALSE,FALSE
"5274","sana1297","San Andres Creole English","South America",12.55352,-81.70425,"sana1297","icr","CO","indo1319","",FALSE,FALSE
"5275","gube1234","Gubeeher-Gufangor-Gubelor","Africa",12.56,-17.19,"gube1234","","NG","atla1278","",FALSE,FALSE
"5276","mpad1242","Mpade","Africa",12.561391,14.446893,"mpad1242","mpi","CM;TD;NG","afro1255","",FALSE,FALSE
"5277","giba1240","Gibanawa","Africa",12.584,8.615,"giba1240","gib","NG","pidg1258","",FALSE,FALSE
"5278","bell1261","Bellari","Eurasia",12.58518,76.10249,"bell1261","brw","IN","drav1251","",FALSE,FALSE
