"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide"
"1","yama1264","Yámana","South America",-55.2748,-68.2648,"yama1264","yag","CL","","",TRUE,TRUE
"2","alac1239","Alacalufe-Austral","South America",-54.788017,-70.140381,"alac1239","","CL","kawe1237","",FALSE,FALSE
"3","haus1240","Haush","South America",-54.7,-65.5,"haus1240","","CL","chon1288","",FALSE,FALSE
"4","onaa1245","Selk'nam","South America",-54,-68.5,"onaa1245","ona","AR","chon1288","",FALSE,FALSE
"5","alac1240","Alacalufe-Central","South America",-53.435719,-71.04126,"alac1240","","AR","kawe1237","",FALSE,FALSE
"6","qawa1238","Qawasqar","South America",-49.303195,-74.707536,"qawa1238","alc","CL","kawe1237","",FALSE,FALSE
"7","tehu1242","Tehuelche","South America",-47.5796,-68.3235,"tehu1242","teh","AR","chon1288","",FALSE,FALSE
"8","chon1248","Chono","South America",-44.298692,-73.879395,"chon1248","","CL","","",TRUE,TRUE
"9","mori1267","Moriori","Papunesia",-44.033333,-176.433333,"mori1267","","","aust1307","maor1246",FALSE,FALSE
"10","brun1235","Bruny Island","Australia",-43.373112,147.247925,"brun1235","","AU","sout1293","",FALSE,FALSE
"11","teus1236","Teushen","South America",-43.187556,-70.187989,"teus1236","","CL","chon1288","",FALSE,FALSE
"12","sout1439","South-Eastern-Tasmanian-Hinterland","Australia",-42.988576,146.885376,"sout1439","","AU","sout1293","",FALSE,FALSE
"13","oyst1235","Oyster Bay-Big River-Little Swanport","Australia",-42.307378,147.50061,"oyst1235","","AU","","",TRUE,TRUE
"14","puel1244","Puelche","South America",-42.223,-68.666,"puel1244","pue","AR","","",TRUE,TRUE
"15","west2205","Western Coastal Tasmanian","Australia",-41.885921,145.204468,"west2205","","AU","west1503","",FALSE,FALSE
"16","benl1235","Ben-Lomond-Cape-Portland","Australia",-41.326418,147.787122,"benl1235","","AU","nort1442","",FALSE,FALSE
"17","port1278","Port Sorell","Australia",-41.188369,146.559906,"port1278","","AU","west1503","",FALSE,FALSE
"18","neta1235","NE Tasmanian Dialect Chain","Australia",-41.058644,147.188415,"neta1235","","AU","nort1442","",FALSE,FALSE
"19","huil1244","Huilliche","South America",-40.0694,-72.767,"huil1244","huh","AR;CL","arau1255","",FALSE,FALSE
"20","mapu1245","Mapudungun","South America",-38.7392,-71.277,"mapu1245","arn","AR;CL","arau1255","",FALSE,FALSE
"21","cola1237","Colac","Australia",-38.471266,143.422444,"cola1237","","AU","pama1250","",FALSE,FALSE
"22","maor1246","Maori","Papunesia",-38.2881,176.541,"maor1246","mri","NZ","aust1307","",FALSE,FALSE
"23","warr1257","Warrnambool","Australia",-38.155612905976,141.53965852318,"warr1257","gjm","AU","pama1250","",FALSE,FALSE
"24","wath1238","Wathawurrung","Australia",-37.68777565,144.1013148,"wath1238","wth","AU","pama1250","",FALSE,FALSE
"25","woiw1237","Woiwurrung-Thagungwurrung","Australia",-37.64264501,145.5879962,"woiw1237","wyi","AU","pama1250","",FALSE,FALSE
"26","sout2771","Southern Coastal Yuin","Australia",-37.06227181,149.7169306,"sout2771","xtv","AU","pama1250","",FALSE,FALSE
"27","gana1268","Birrdhawal","Australia",-37.05,148.93,"gana1268","ihw","AU","pama1250","",FALSE,FALSE
"28","dhud1236","Dhudhuroa","Australia",-36.95881441,147.0450379,"dhud1236","ddr","AU","pama1250","",FALSE,FALSE
"29","bung1264","Bunganditj","Australia",-36.5,140.5,"bung1264","xbg","AU","pama1250","",FALSE,FALSE
"30","sout2770","Southern Inland Yuin","Australia",-36.30008261,148.7238073,"sout2770","","AU","pama1250","",FALSE,FALSE
"31","ngun1277","Ngunawal","Australia",-36.25,148.77,"ngun1277","xul","AU","pama1250","nort2760",FALSE,FALSE
"32","narr1259","Narrinyeri","Australia",-36.2301,140.158,"narr1259","nay","AU","pama1250","",FALSE,FALSE
"33","ngar1297","Ngarigu","Australia",-36.23,149.13,"ngar1297","xni","AU","pama1250","sout2770",FALSE,FALSE
"34","pall1243","Pallanganmiddang","Australia",-36.08,146.91,"pall1243","pmd","AU","pama1250","",FALSE,FALSE
"35","yort1237","Yorta Yorta","Australia",-35.9,145.01,"yort1237","xyy","AU","pama1250","",FALSE,FALSE
"36","wemb1241","Wemba Wemba","Australia",-35.445,144.09,"wemb1241","xww","AU","pama1250","west2443",FALSE,FALSE
"37","dhur1239","Dhurga","Australia",-35.412,150.134,"dhur1239","dhu","AU","pama1250","",FALSE,FALSE
"38","char1240","Charrúa","South America",-34.9,-56.16,"char1240","","UY","char1238","",FALSE,FALSE
"39","nort2760","Northern Inland Yuin","Australia",-34.85,149.1,"nort2760","","AU","pama1250","",FALSE,FALSE
"40","guya1249","Guyani","Australia",-34.739,137.661,"guya1249","gvy","AU","pama1250","",FALSE,FALSE
"41","naru1238","Narungga","Australia",-34.69,137.535,"naru1238","nnr","AU","pama1250","",FALSE,FALSE
"42","thur1254","Thurawal","Australia",-34.634,150.721,"thur1254","tbh","AU","pama1250","",FALSE,FALSE
"43","lowe1402","Lower Riverland","Australia",-34.6,140.5,"lowe1402","","AU","pama1250","",FALSE,FALSE
"44","madh1244","Madhi Madhi","Australia",-34.5,143.5,"madh1244","dmd","AU","pama1250","west2443",FALSE,FALSE
"45","kaur1267","Kaurna","Australia",-34.34966141,138.4800794,"kaur1267","zku","AU","pama1250","",FALSE,FALSE
"46","nort2756","Northern Sunraysia","Australia",-34.190056,142.273631,"nort2756","","AU","pama1250","",FALSE,FALSE
"47","west2443","Western Victoria","Australia",-34.13829932,143.6694397,"west2443","","AU","pama1250","",FALSE,FALSE
"48","uppe1415","Upper Riverland","Australia",-34.098823177692,140.99932761004,"uppe1415","","AU","pama1250","",FALSE,FALSE
"49","wira1262","Wiradhuri","Australia",-34.0742,145.994,"wira1262","wrh","AU","pama1250","",FALSE,FALSE
"50","lowe1403","Lower Darling-Lower Lachlan","Australia",-33.9470874,141.5854211,"lowe1403","","AU","pama1250","",FALSE,FALSE
"51","yith1234","Yitha Yitha","Australia",-33.89,144.22,"yith1234","xth","AU","pama1250","lowe1403",FALSE,FALSE
"52","guen1235","Güenoa","South America",-33.810189,-54.473877,"guen1235","","UY","char1238","",FALSE,FALSE
"53","nauo1235","Nauo","Australia",-33.79661078,135.828014,"nauo1235","nwo","AU","pama1250","",FALSE,FALSE
"54","gund1248","Gundungurra","Australia",-33.7,150.3,"gund1248","xrd","AU","pama1250","nort2760",FALSE,FALSE
"55","chan1296","Chaná","South America",-33.69,-57.78,"chan1296","","UY","char1238","",FALSE,FALSE
"56","sydn1236","Sydney","Australia",-33.52925837,150.3490464,"sydn1236","xdk","AU","pama1250","",FALSE,FALSE
"57","alle1238","Allentiac","South America",-33.480938,-68.096924,"alle1238","","AR","huar1251","",FALSE,FALSE
"58","bang1339","Banggarla","Australia",-33.3036,136.079,"bang1339","bjb","AU","pama1250","",FALSE,FALSE
"59","awab1243","Awabakal","Australia",-33.12847,151.43555,"awab1243","awk","AU","pama1250","",FALSE,FALSE
"60","nyun1247","Nyunga","Australia",-33.1199,118.151,"nyun1247","nys","AU","pama1250","",FALSE,FALSE
"61","hawk1239","Hawkesbury","Australia",-33.11470744,150.4952383,"hawk1239","xda","AU","pama1250","",FALSE,FALSE
"62","sero1239","Seroa","Africa",-33.0386,22.0021,"sero1239","kqu","ZA","tuuu1241","",FALSE,FALSE
"63","ngad1257","Ngadjuri","Australia",-32.930160660336,139.08123163651,"ngad1257","jui","AU","pama1250","",FALSE,FALSE
"64","darl1243","Paakantyi","Australia",-32.7021,142.695,"darl1243","drl","AU","pama1250","",FALSE,FALSE
"65","wori1245","Worimi","Australia",-32.4806,152.107,"wori1245","kda","AU","pama1250","",FALSE,FALSE
"66","ngad1258","Ngadjunmaya","Australia",-32.02447,124.46601,"ngad1258","nju","AU","pama1250","",FALSE,FALSE
"67","wira1265","Wirangu","Australia",-32,134,"wira1265","wgu","AU","pama1250","",FALSE,FALSE
"68","nugu1241","Nugunu (Australia)","Australia",-31.9899,133.908,"nugu1241","nnv","AU","pama1250","",FALSE,FALSE
"69","mill1237","Millcayac","South America",-31.79729,-67.569581,"mill1237","","AR","huar1251","",FALSE,FALSE
"70","xamm1241","/Xam","Africa",-31.7612,20.1733,"xamm1241","xam","ZA","tuuu1241","",FALSE,FALSE
"71","kala1379","Kalarko","Australia",-31.7154,118.911,"kala1379","kba","AU","pama1250","",FALSE,FALSE
"72","xhos1239","Xhosa","Africa",-31.0389,28.0769,"xhos1239","xho","BW;LS;ZA","atla1278","",FALSE,FALSE
"73","dyan1250","Dyangadi","Australia",-30.8469,152.602,"dyan1250","dyn","AU","pama1250","",FALSE,FALSE
"74","wang1291","Ngiyambaa","Australia",-30.6481,146.18,"wang1291","wyb","AU","pama1250","",FALSE,FALSE
"75","kora1292","Korana","Africa",-30.4207,19.7711,"kora1292","kqz","ZA","khoe1240","",FALSE,FALSE
"76","kala1401","Kalaamaya","Australia",-30.245,120.223,"kala1401","lkm","AU","pama1250","",FALSE,FALSE
"77","adny1235","Adnyamathanha","Australia",-30.1451,138.671,"adny1235","adt","AU","pama1250","",FALSE,FALSE
"78","barr1252","Barranbinya","Australia",-30.1,145.93,"barr1252","","AU","pama1250","",FALSE,FALSE
"79","koka1244","Kokata","Australia",-29.94,135.55,"koka1244","ktd","AU","pama1250","",FALSE,FALSE
"80","gami1243","Yuwaalaraay-Gamilaraay","Australia",-29.9037,149.543,"gami1243","kld","AU","pama1250","",FALSE,FALSE
"81","kumb1268","Kumbainggar","Australia",-29.8189,152.913,"kumb1268","kgs","AU","pama1250","",FALSE,FALSE
"82","pint1251","Pintiini","Australia",-29.806,127.632,"pint1251","pti","AU","pama1250","",FALSE,FALSE
"83","yuwa1242","Yuwaalaraay","Australia",-29.758184,147.923684,"yuwa1242","","","pama1250","gami1243",FALSE,FALSE
"84","nuuu1241","N||ng","Africa",-29.7054,19.0841,"nuuu1241","ngh","ZA","tuuu1241","",FALSE,FALSE
"85","yayg1236","Yaygir","Australia",-29.686722970453,153.18784362556,"yayg1236","xya","AU","pama1250","",FALSE,FALSE
"86","ngan1296","Nganyaywana","Australia",-29.581,151.313,"ngan1296","nyx","AU","pama1250","",FALSE,FALSE
"87","pirl1238","Pirlatapa","Australia",-29.524,139.77,"pirl1238","bxi","AU","pama1250","",FALSE,FALSE
"88","yarl1236","Yarli","Australia",-29.49049805,140.9591946,"yarl1236","","AU","pama1250","",FALSE,FALSE
"89","maly1234","Malyangapa","Australia",-29.43,142,"maly1234","yga","AU","pama1250","yarl1236",FALSE,FALSE
"90","vaal1235","Vaal-Orange","Africa",-29.4046,22.2901,"vaal1235","gku","ZA","tuuu1241","",FALSE,FALSE
"91","riog1239","Hunsrik","South America",-29.3255,-51.7219,"riog1239","hrx","BR","indo1319","",FALSE,FALSE
"92","ngur1261","Ngura","Australia",-29.2411,143.216,"ngur1261","nbx","AU","pama1250","",FALSE,FALSE
"93","guya1250","Guyambal","Australia",-29.1,151,"guya1250","","AU","pama1250","",FALSE,FALSE
"94","badi1246","Badimaya","Australia",-29.0647,117.246,"badi1246","bia","AU","pama1250","",FALSE,FALSE
"95","midd1357","Middle Clarence Bandjalang","Australia",-29.042737,152.780249,"midd1357","bdy","AU","pama1250","",FALSE,FALSE
"96","abip1241","Abipon","South America",-29,-61,"abip1241","axb","AR","guai1249","",FALSE,FALSE
"97","muru1266","Muruwari","Australia",-28.9618,146.546,"muru1266","zmu","AU","pama1250","",FALSE,FALSE
"98","lowe1444","Lower Richmond","Australia",-28.937029,153.48612,"lowe1444","","AU","pama1250","",FALSE,FALSE
"99","zulu1248","Zulu","Africa",-28.9,30.2,"zulu1248","zul","BW;SZ;LS;MZ;ZA","atla1278","",FALSE,FALSE
"100","dira1238","Dirari","Australia",-28.7992,138.078,"dira1238","dit","AU","pama1250","dier1241",FALSE,FALSE
"101","sout2807","Southern Sotho","Africa",-28.78,27.89,"sout2807","sot","LS;ZA","atla1278","",FALSE,FALSE
"102","gail1235","Gail","Africa",-28.77,26.895,"gail1235","gic","ZA","uncl1493","",FALSE,TRUE
"103","arab1267","Arabana","Australia",-28.705,135.449,"arab1267","ard","AU","pama1250","",FALSE,FALSE
"104","yand1253","Yandruwandha","Australia",-28.4744,140.583,"yand1253","ynd","AU","pama1250","",FALSE,FALSE
"105","xiri1242","Xiri","Africa",-28.4258,20.726,"xiri1242","xii","NA;ZA","khoe1240","",FALSE,FALSE
"106","oorl1238","Oorlams","Africa",-28.38447,23.01446,"oorl1238","oor","ZA","indo1319","",FALSE,FALSE
"107","band1339","Bandjalangic","Australia",-28.3458,152.859,"band1339","","AU","pama1250","",FALSE,FALSE
"108","cond1242","Condamine-Upper Clarence Bandjalang","Australia",-28.289642,152.151281,"cond1242","gih","AU","pama1250","",FALSE,FALSE
"109","biga1237","Bigambal","Australia",-28.266,149.515,"biga1237","xbe","AU","pama1250","",FALSE,FALSE
"110","waja1257","Wajarri","Australia",-28.1761,117.153,"waja1257","wbv","AU","pama1250","",FALSE,FALSE
"111","dier1241","Dieri","Australia",-28.1667,138,"dier1241","dif","AU","pama1250","",FALSE,FALSE
"112","moco1246","Mocoví","South America",-28.097,-60.4145,"moco1246","moc","AR","guai1249","",FALSE,FALSE
"113","twee1234","Tweed-Albert","Australia",-28.028726,153.286993,"twee1234","xjb","AU","pama1250","",FALSE,FALSE
"114","yaga1256","Yagara-Jandai","Australia",-27.87647555,152.4602773,"yaga1256","","AU","pama1250","",FALSE,FALSE
"115","guwa1243","Guwamu","Australia",-27.8289,148.867,"guwa1243","gwu","AU","pama1250","",FALSE,FALSE
"116","pimp1234","Pimpama","Australia",-27.821692,153.304503,"pimp1234","","AU","pama1250","",FALSE,FALSE
"117","sant1432","Santiago del Estero Quichua","South America",-27.821,-63.2466,"sant1432","qus","AR","quec1387","",FALSE,FALSE
"118","yuga1244","Yugambal","Australia",-27.803,153.082,"yuga1244","yub","AU","pama1250","",FALSE,FALSE
"119","kain1272","Kaingang","South America",-27.7671,-52.5394,"kain1272","kgp","BR","nucl1710","",FALSE,FALSE
"120","rapa1245","Old Rapa","Papunesia",-27.6304,-144.338,"rapa1245","ray","PF","aust1307","",FALSE,FALSE
"121","nhan1238","Nhanda","Australia",-27.42523643,114.2680442,"nhan1238","nha","AU","pama1250","",FALSE,FALSE
"122","vile1241","Vilela","South America",-27.4063,-58.9661,"vile1241","vil","AR","","",TRUE,TRUE
"123","badj1244","Badjiri","Australia",-27.33,143,"badj1244","jbi","","pama1250","ngur1261",FALSE,FALSE
"124","punt1240","Punthamara","Australia",-27.33,143,"punt1240","xpt","","pama1250","ngur1261",FALSE,FALSE
"125","ngam1265","Ngamini-Yarluyandi-Karangura","Australia",-27.1797,138.701,"ngam1265","nmv","AU","pama1250","",FALSE,FALSE
"126","guwa1244","Guwar","Australia",-27.16698973,153.3998245,"guwa1244","","AU","pama1250","",FALSE,FALSE
"127","anta1253","Antakarinya","Australia",-27.1152,134.838,"anta1253","ant","AU","pama1250","",FALSE,FALSE
"128","rapa1244","Rapanui","Papunesia",-27.113,-109.342,"rapa1244","rap","CL","aust1307","",FALSE,FALSE
"129","guny1241","Gunya","Australia",-27.0642,145.862,"guny1241","gyy","AU","pama1250","",FALSE,FALSE
"130","pitj1243","Pitjantjatjara","Australia",-26.9704,131.357,"pitj1243","pjt","AU","pama1250","",FALSE,FALSE
"131","xokl1240","Xokleng","South America",-26.9217,-49.5886,"xokl1240","xok","BR","nucl1710","",FALSE,FALSE
"132","pini1245","Pini","Australia",-26.8016,121.995,"pini1245","pii","AU","pama1250","",FALSE,FALSE
"133","marg1253","Margany","Australia",-26.789,144.892,"marg1253","zmc","AU","pama1250","",FALSE,FALSE
"134","yawa1258","Yawarawarga","Australia",-26.7334,140.871,"yawa1258","yww","AU","pama1250","",FALSE,FALSE
"135","rong1268","Ronga","Africa",-26.7329,32.6167,"rong1268","rng","MZ;ZA","atla1278","",FALSE,FALSE
"136","mand1417","Mandandanyi","Australia",-26.573,148.978,"mand1417","zmk","AU","pama1250","",FALSE,FALSE
"137","temb1278","Tembey","South America",-26.4819663,-55.1291115,"temb1278","","BR","uncl1493","",FALSE,TRUE
"138","yank1247","Yankunytjatjara","Australia",-26.4064,133.577,"yank1247","kdd","AU","pama1250","",FALSE,FALSE
"139","xegw1238","//Xegwi","Africa",-26.3407,30.4028,"xegw1238","xeg","ZA","tuuu1241","",FALSE,FALSE
"140","lowe1436","Lower Southern Aranda","Australia",-26.3,135.4,"lowe1436","axl","AU","pama1250","",FALSE,FALSE
"141","waka1274","Wakawaka","Australia",-26.248,151.868,"waka1274","wkw","AU","pama1250","",FALSE,FALSE
"142","camt1236","Camtho","Africa",-26.247,27.942,"camt1236","cmt","ZA","spee1234","",FALSE,FALSE
"143","malg1242","Malgana","Australia",-26.211,114.245,"malg1242","vml","AU","pama1250","",FALSE,FALSE
"144","mbya1239","Mbyá Guaraní","South America",-26.0188,-52.711,"mbya1239","gun","AR;BR;PY;UY","tupi1275","",FALSE,FALSE
"145","swat1243","Swati","Africa",-26,31.5,"swat1243","ssw","SZ;LS;MZ;ZA","atla1278","",FALSE,FALSE
"146","tsot1242","Tsotsitaal","Africa",-25.8633,27.4955,"tsot1242","fly","ZA","spee1234","",FALSE,FALSE
"147","kimd1235","Kimda","South America",-25.826594,-54.625855,"kimd1235","","PY","nucl1710","",FALSE,FALSE
"148","wang1290","Wangganguru","Australia",-25.8148,135.941,"wang1290","wgg","AU","pama1250","",FALSE,FALSE
"149","ngaa1240","Ngaanyatjarra","Australia",-25.7514,127.602,"ngaa1240","ntj","AU","pama1250","",FALSE,FALSE
"150","gung1248","Gungabula","Australia",-25.6896,148.604,"gung1248","gyf","AU","pama1250","",FALSE,FALSE
"151","chir1286","Chiripá","South America",-25.6521,-55.051,"chir1286","nhd","AR;BR;PY","tupi1275","",FALSE,FALSE
"152","sout2808","Sumayela Ndebele","Africa",-25.6272,29.048,"sout2808","","ZA","atla1278","",FALSE,FALSE
"153","para1311","Paraguayan Guaraní","South America",-25.60551,-57.08816,"para1311","gug","AR;PY","tupi1275","",FALSE,FALSE
"154","ache1246","Aché","South America",-25.5865,-56.4697,"ache1246","guq","PY","tupi1275","",FALSE,FALSE
"155","lowe1407","Lower-Nosop","Africa",-25.54522,20.588827,"lowe1407","","ZA","tuuu1241","",FALSE,FALSE
"156","pirr1240","Pirriya","Australia",-25.48006595,142.5485119,"pirr1240","xpa","AU","pama1250","",FALSE,FALSE
"157","kabi1260","Kabikabi","Australia",-25.44486229,153.1539929,"kabi1260","gbw","AU","pama1250","",FALSE,FALSE
"158","ying1247","Yinggarda","Australia",-25.4446,115.58,"ying1247","yia","AU","pama1250","",FALSE,FALSE
"159","gure1255","Gureng Gureng","Australia",-25.3893,151.175,"gure1255","gnr","AU","pama1250","",FALSE,FALSE
"160","fana1235","Fanagalo","Africa",-25.384842,27.1400833333,"fana1235","fng","CD;NA;ZA;ZM;ZW","pidg1258","",FALSE,FALSE
"161","lule1238","Lule","South America",-25.221839,-61.887818,"lule1238","ule","AR","","",TRUE,TRUE
"162","bidy1243","Bidyara","Australia",-25.192664,147.273359,"bidy1243","bym","AU","pama1250","",FALSE,FALSE
"163","mith1236","Mithaka","Australia",-25.13606725,139.598447,"mith1236","","AU","pama1250","",FALSE,FALSE
"164","nama1264","Nama (Namibia)","Africa",-25.0747,17.9767,"nama1264","naq","BW;NA;ZA","khoe1240","",FALSE,FALSE
"165","maca1260","Maca","South America",-25.0119,-57.3694,"maca1260","mca","PY","mata1289","",FALSE,FALSE
"166","pila1245","Pilagá","South America",-25.0058,-60.1537,"pila1245","plg","AR;PY","guai1249","",FALSE,FALSE
"167","baya1257","Bayali","Australia",-24.9793,151.699,"baya1257","bjy","AU","pama1250","",FALSE,FALSE
"168","xeta1241","Xetá","South America",-24.9408,-52.2266,"xeta1241","xet","BR","tupi1275","",FALSE,FALSE
"169","kgal1244","Kgalagadi","Africa",-24.9208,22.72016,"kgal1244","xkv","BW;NA;ZA","atla1278","",FALSE,FALSE
"170","tano1246","Tanosy Malagasy","Africa",-24.9186,47.1357,"tano1246","txy","MG","aust1307","",FALSE,FALSE
"171","chop1243","Chopi","Africa",-24.8327,34.1097,"chop1243","cce","MZ","atla1278","",FALSE,FALSE
"172","tand1256","Tandroy Malagasy","Africa",-24.80155,45.9,"tand1256","tdx","MG","aust1307","",FALSE,FALSE
"173","pedi1238","Pedi","Africa",-24.7993,29.4718,"pedi1238","nso","BW;ZA","atla1278","",FALSE,FALSE
"174","kuun1236","Kuungkari of Barcoo River","Australia",-24.75108713,143.5365228,"kuun1236","lku","AU","pama1250","",FALSE,FALSE
"175","yand1261","Yandjibara","Australia",-24.746981,145.647382,"yand1261","xyb","AU","pama1250","",FALSE,FALSE
"176","wang1289","Wanggamala","Australia",-24.7022,137.433,"wang1289","wnm","AU","pama1250","",FALSE,FALSE
"177","inga1254","Ingain","South America",-24.621052,-54.254151,"inga1254","","BR","nucl1710","",FALSE,FALSE
"178","kaiw1246","Kaiwá","South America",-24.589,-54.6815,"kaiw1246","kgk","AR;BR;PY","tupi1275","",FALSE,FALSE
"179","wuli1242","Wuliwuli","Australia",-24.415,149.843,"wuli1242","wlu","AU","pama1250","",FALSE,FALSE
"180","pitc1234","Pitcairn-Norfolk","Papunesia",-24.379858,-128.324075,"pitc1234","pih","AU;FJ;NZ;NF;PN","indo1319","",FALSE,FALSE
"181","tswa1253","Tswana","Africa",-24.368,24.7587,"tswa1253","tsn","BW;NA;ZA;ZM;ZW","atla1278","",FALSE,FALSE
"182","wari1262","Wariyangga","Australia",-24.353,116.927,"wari1262","wri","AU","pama1250","",FALSE,FALSE
"183","otii1244","Oti","South America",-24.3153231,-50.5580261,"otii1244","oti","BR","","",TRUE,TRUE
"184","wich1263","Wichí Lhamtés Vejoz","South America",-24.2189,-61.9117,"wich1263","wlv","AR;BO;PY","mata1289","",FALSE,FALSE
"185","kung1258","Kunggari","Australia",-24.2182,143.222,"kung1258","kgl","AU","pama1250","",FALSE,FALSE
"186","huaa1248","East Taa","Africa",-24.20022,20.79583,"huaa1248","nmn","BW","tuuu1241","",FALSE,FALSE
"187","maha1309","Mahafaly Malagasy","Africa",-24.2,44.5,"maha1309","","MG","aust1307","",FALSE,FALSE
"188","djiw1240","Djiwarli-Thiin","Australia",-24.10724,116.98858,"djiw1240","djl","AU","pama1250","",FALSE,FALSE
"189","djiw1241","Djiwarli","Australia",-24.10724,116.98858,"djiw1241","dze","AU","pama1250","",FALSE,FALSE
"190","dhar1247","Dhargari","Australia",-24.0601,114.847,"dhar1247","dhr","AU","pama1250","",FALSE,FALSE
"191","west2441","Western Arrarnta","Australia",-24.05052,133.24621,"west2441","are","AU","pama1250","",FALSE,FALSE
"192","bara1369","Bara Malagasy","Africa",-23.9716,45.5937,"bara1369","bhr","MG","aust1307","",FALSE,FALSE
"193","tupi1274","Lingua Geral Paulista","South America",-23.95,-46.38,"tupi1274","tpw","BR","tupi1275","",FALSE,FALSE
"194","hoaa1235","Amkoe","Africa",-23.93447,24.69828,"hoaa1235","huc","BW","kxaa1236","",FALSE,FALSE
"195","wadj1255","Wadjigu","Australia",-23.8029,147.421,"wadj1255","wdu","AU","pama1250","",FALSE,FALSE
"196","gito1238","Gitonga","Africa",-23.7964,35.1577,"gito1238","toh","MZ","atla1278","",FALSE,FALSE
"197","toba1269","Toba","South America",-23.77,-61.96,"toba1269","tob","AR;BO;PY","guai1249","",FALSE,FALSE
"198","thii1234","Thiin","Australia",-23.71156576435,116.68011572516,"thii1234","iin","AU","pama1250","",FALSE,FALSE
"199","xooo1239","West !Xoon","Africa",-23.59,19.15,"xooo1239","","BW;NA;ZA","tuuu1241","",FALSE,FALSE
"200","tson1249","Tsonga","Africa",-23.5754,31.8105,"tson1249","tso","SZ;MZ;ZA;ZW","atla1278","",FALSE,FALSE
"201","saop1235","São Paulo Kaingáng","South America",-23.5708,-46.7609,"saop1235","zkp","BR","nucl1710","",FALSE,FALSE
"202","sout2989","Southern Lengua","South America",-23.427556,-57.945626,"sout2989","enx","","leng1261","",FALSE,FALSE
"203","tswa1237","Tswapong","Africa",-23.40552,27.42009,"tswa1237","two","BW;ZA","atla1278","",FALSE,FALSE
"204","aust1304","Austral","Papunesia",-23.3843,-149.462,"aust1304","aut","PF","aust1307","",FALSE,FALSE
"205","bayu1240","Bayungu","Australia",-23.3809,114.108,"bayu1240","bxj","AU","pama1250","",FALSE,FALSE
"206","east2379","Eastern Arrernte","Australia",-23.3583,135.046,"east2379","aer","AU","pama1250","",FALSE,FALSE
"207","mart1256","Martu Wangka","Australia",-23.350911655789,123.66842240336,"mart1256","mpj","AU","pama1250","",FALSE,FALSE
"208","vezo1235","Vezo","Africa",-23.34,43.67,"vezo1235","","","aust1307","masi1268",FALSE,FALSE
"209","dhar1248","Dharumbal","Australia",-23.307,150.593,"dhar1248","xgm","AU","pama1250","",FALSE,FALSE
"210","tesa1236","Tesaka Malagasy","Africa",-23.3,47.33,"tesa1236","tkg","MG","aust1307","",FALSE,FALSE
"211","pint1250","Pintupi-Luritja","Australia",-23.2963,130.643,"pint1250","piu","AU","pama1250","",FALSE,FALSE
"212","wich1264","Wichí Lhamtés Güisnay","South America",-23.1633,-62.1757,"wich1264","mzh","AR;BO;PY","mata1289","",FALSE,FALSE
"213","pait1247","Pai Tavytera","South America",-23.15945,-56.11758,"pait1247","pta","BR;PY","tupi1275","",FALSE,FALSE
"214","mang1401","Mangareva","Papunesia",-23.1095,-134.97,"mang1401","mrv","PF","aust1307","",FALSE,FALSE
"215","cafu1238","Cafundo","South America",-23.0448,-43.6455,"cafu1238","ccd","BR","indo1319","",FALSE,FALSE
"216","kunz1244","Kunza","South America",-23,-69,"kunz1244","kuz","CL","","",TRUE,TRUE
"217","tswa1255","Tswa","Africa",-22.9891,32.4287,"tswa1255","tsc","MZ;ZA;ZW","atla1278","",FALSE,FALSE
"218","burd1238","Burduna","Australia",-22.9646,114.658,"burd1238","bxn","AU","pama1250","",FALSE,FALSE
"219","yinh1234","Yinhawangka","Australia",-22.9178,117.5628,"yinh1234","ywg","AU","pama1250","",FALSE,FALSE
"220","nija1241","Nyiyaparli","Australia",-22.8558,120.831,"nija1241","xny","AU","pama1250","",FALSE,FALSE
"221","niva1238","Nivaclé","South America",-22.8557,-61.7606,"niva1238","cag","AR;BO;PY","mata1289","",FALSE,FALSE
"222","anga1316","Angaité","South America",-22.85,-58.45,"anga1316","aqt","PY","leng1261","",FALSE,FALSE
"223","tjur1240","Tjurruru","Australia",-22.842,118.267,"tjur1240","tju","AU","pama1250","",FALSE,FALSE
"224","tupi1273","Tupinambá","South America",-22.807778,-42.106389,"tupi1273","tpn","BR","tupi1275","",FALSE,FALSE
"225","sout2920","Southern Betsimisaraka Malagasy","Africa",-22.8,47.82,"sout2920","bzc","MG","aust1307","",FALSE,FALSE
"226","pitt1247","Pitta Pitta","Australia",-22.7952,139.983,"pitt1247","pit","AU","pama1250","",FALSE,FALSE
"227","pany1241","Panytyima","Australia",-22.7816,118.723,"pany1241","pnw","AU","pama1250","",FALSE,FALSE
"228","gang1268","Gangulu","Australia",-22.7637,149.416,"gang1268","gnl","AU","pama1250","",FALSE,FALSE
"229","wanm1242","Wanman","Australia",-22.7078,122.325,"wanm1242","wbt","AU","pama1250","",FALSE,FALSE
"230","leng1262","Lengua","South America",-22.6559,-58.9053,"leng1262","","PY","leng1261","",FALSE,FALSE
"231","masi1268","Masikoro Malagasy","Africa",-22.5582,43.8156,"masi1268","msh","MG","aust1307","",FALSE,FALSE
"232","chan1322","Chané","South America",-22.54736,-63.98651,"chan1322","caj","BO","araw1281","tere1279",FALSE,FALSE
